job_#,doc_#,borough,initial_cost,total_est_fee,existing_zoning_sqft,proposed_zoning_sqft,enlargement_sq_footage,street_frontage,existingno._of_stories,proposed_no._of_stories,existing_height,proposed_height
121330078,02,MANHATTAN,0,160,0,0,0,0,0,0,0,0
121618801,02,MANHATTAN,12000,337.1,0,0,0,0,0,0,0,0
121618776,01,MANHATTAN,0,170,0,0,0,0,3,3,40,40
220210509,03,BRONX,0,0,0,0,0,0,0,0,0,0
121617937,01,MANHATTAN,105000,1295,0,0,0,0,27,27,300,300
121617955,01,MANHATTAN,114300,1398,0,0,0,0,26,26,252,252
320736021,01,BROOKLYN,1000,130,0,0,0,0,3,3,27,27
340060542,01,BROOKLYN,500000,5363.5,0,0,0,0,4,4,65,65
120845808,01,MANHATTAN,120000,1449.5,0,0,0,0,2,2,72,72
420845401,01,QUEENS,5000,130,0,0,0,0,2,2,25,25
121617866,01,MANHATTAN,0,450,0,0,0,0,38,38,380,380
320762732,01,BROOKLYN,201000,1179.4,5087,5087,0,0,5,5,50,50
121612674,01,MANHATTAN,150000,1758.5,0,0,0,0,4,4,72,72
121618721,01,MANHATTAN,0,200,0,0,0,0,0,0,0,0
320759014,01,BROOKLYN,52000,749.1,0,0,0,0,3,3,30,30
420559880,01,QUEENS,28000,248.45,0,0,0,0,3,3,36,36
121618017,01,MANHATTAN,3000,225,0,0,0,0,5,5,45,45
520133472,01,STATEN ISLAND,32928,274.2,0,0,0,0,2,2,25,25
220289845,01,BRONX,140000,1710.5,1500,1500,0,0,1,1,15,15
121327581,01,MANHATTAN,1000,280,162195,162195,0,0,11,11,120,120
420845777,01,QUEENS,0,420,0,0,0,50,1,0,15,0
140079037,01,MANHATTAN,1000,225,0,0,0,0,21,21,176,176
420845802,01,QUEENS,0,160,0,0,0,0,11,11,100,100
520128503,01,STATEN ISLAND,80000,742.05,1170,1385,215,0,1,1,22,22
520141203,01,STATEN ISLAND,0,1344,0,0,0,168,0,0,0,0
420841076,01,QUEENS,42000,646.1,0,0,0,0,1,1,15,15
320762028,01,BROOKLYN,0,2368,0,0,0,296,0,0,0,0
121615895,01,MANHATTAN,907500,9565.9,0,0,0,0,12,12,186,186
121618810,02,MANHATTAN,0,0,0,0,0,0,0,0,0,0
420841012,01,QUEENS,0,310,0,0,0,0,0,0,0,0
121613496,01,MANHATTAN,20000,389.5,0,0,0,0,18,18,186,186
140078715,01,MANHATTAN,0,320,0,0,0,0,15,15,150,150
340060481,01,BROOKLYN,0,400,0,0,0,0,7,7,70,70
520141016,01,STATEN ISLAND,14500,181.5,0,0,0,0,2,2,22,22
140078724,01,MANHATTAN,0,160,0,0,0,0,15,15,150,150
121617722,01,MANHATTAN,117930,1428.9,0,0,0,0,12,12,137,137
220210509,02,BRONX,0,0,0,0,0,0,0,0,0,0
402890742,01,QUEENS,0,210,0,0,0,0,3,3,35,35
320754607,01,BROOKLYN,0,100,0,0,0,0,0,0,0,0
140078788,01,MANHATTAN,0,240,0,0,0,0,32,32,409,409
240025860,01,BRONX,6000,275.3,0,0,0,0,5,5,55,55
120845746,01,MANHATTAN,8000,295.9,0,0,0,0,11,11,122,122
121617848,01,MANHATTAN,29000,512.2,0,0,0,0,4,4,45,45
320747563,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
121603899,01,MANHATTAN,15000,368,0,0,0,0,48,48,685,685
420845562,01,QUEENS,45000,677,0,0,0,0,2,2,58,58
121392992,01,MANHATTAN,55000,910,0,0,0,0,17,17,144,144
420845571,01,QUEENS,0,160,0,0,0,0,1,1,25,25
420844796,01,QUEENS,6000,135.15,0,0,0,0,2,2,24,24
440081849,01,QUEENS,25000,471,0,0,0,0,2,2,26,26
340060436,01,BROOKLYN,0,220,0,0,0,0,10,10,100,100
121605931,01,MANHATTAN,44000,666.7,0,0,0,0,1,1,15,15
240025851,01,BRONX,5730,275.3,0,0,0,0,5,5,55,55
121618160,01,MANHATTAN,195000,2382,0,0,0,0,31,31,281,281
320759201,01,BROOKLYN,150000,1003.15,2280,3000,720,0,3,3,29,29
121638479,02,MANHATTAN,7000,285.6,0,0,0,0,0,0,0,0
340060533,01,BROOKLYN,500000,5363.5,0,0,0,0,1,1,270,270
420815835,03,QUEENS,0,0,0,0,0,0,0,0,0,0
121617795,01,MANHATTAN,14550,368,0,0,0,0,31,31,310,310
121618053,01,MANHATTAN,75000,986,0,0,0,0,12,12,215,215
121618400,01,MANHATTAN,0,190,0,0,0,0,6,6,90,90
420845660,01,QUEENS,110000,670.75,0,0,0,0,2,2,22,22
220289729,01,BRONX,6300,285.6,0,0,0,0,16,16,237,237
420845036,01,QUEENS,1000,225,0,0,0,0,2,2,32,32
320759210,01,BROOKLYN,0,200,0,0,0,0,7,7,68,68
320759149,01,BROOKLYN,48000,867.9,0,0,0,0,2,2,23,23
140078859,01,MANHATTAN,0,170,0,0,0,0,5,5,53,53
302568380,01,BROOKLYN,331060,3633.1,0,0,0,0,4,4,68,68
120553187,02,MANHATTAN,0,0,0,0,0,0,0,0,0,0
121169412,02,MANHATTAN,20000,419.5,0,0,0,0,0,0,0,0
140078957,01,MANHATTAN,0,160,0,0,0,0,5,5,50,50
121618534,01,MANHATTAN,100000,1243.5,0,0,0,0,24,24,331,331
140079199,01,MANHATTAN,0,240,0,0,0,0,23,23,230,230
140079224,01,MANHATTAN,46200,697.6,0,0,0,0,10,10,100,100
121560729,01,MANHATTAN,2530,195,0,0,0,0,5,5,50,50
420845027,01,QUEENS,12000,337.1,0,0,0,0,3,3,54,54
121598547,02,MANHATTAN,270000,2994.5,0,0,0,0,0,0,0,0
320759194,01,BROOKLYN,10000,316.5,0,0,0,0,1,1,23,23
121618339,02,MANHATTAN,28000,501.9,0,0,0,0,0,0,0,0
121618455,01,MANHATTAN,100000,1243.5,0,0,0,0,15,15,134,134
420845544,01,QUEENS,3000,225,0,0,0,0,1,1,25,25
121618473,01,MANHATTAN,130320,1562.8,0,0,0,0,7,7,99,99
121579185,01,MANHATTAN,35000,574,0,0,0,0,12,12,150,150
121598547,01,MANHATTAN,950000,9998.5,0,0,0,0,48,48,685,685
121603880,01,MANHATTAN,15000,368,0,0,0,0,48,48,685,685
121618339,01,MANHATTAN,65000,883,0,0,0,0,45,45,598,598
320759238,01,BROOKLYN,0,100,0,0,0,0,0,0,0,0
120845782,01,MANHATTAN,80000,1037.5,0,0,0,0,2,2,72,72
120845817,01,MANHATTAN,200000,2273.5,0,0,0,0,2,2,72,72
420845679,01,QUEENS,38000,504.59,1181,1423,372,0,2,2,25,25
121618026,01,MANHATTAN,0,160,0,0,0,0,46,46,610,610
320747563,03,BROOKLYN,0,0,0,0,0,0,0,0,0,0
121598547,03,MANHATTAN,40000,625.5,0,0,0,0,0,0,0,0
340060659,01,BROOKLYN,6000,275.3,0,0,0,0,4,4,45,45
120970100,01,MANHATTAN,19715,419.5,0,0,0,0,7,7,75,75
320564180,01,BROOKLYN,0,360,0,0,0,0,6,6,60,60
320564199,01,BROOKLYN,0,180,0,0,0,0,4,4,52,52
420845704,01,QUEENS,0,160,0,0,0,0,18,18,180,180
420607588,01,QUEENS,1000,225,0,0,0,0,50,50,509,509
320726862,01,BROOKLYN,15000,368,0,0,0,0,1,1,12,12
140078822,01,MANHATTAN,0,160,0,0,0,0,5,5,55,55
420845553,01,QUEENS,12000,166.05,0,0,0,0,2,2,21,21
420845526,01,QUEENS,3000,130,0,0,0,0,2,2,28,28
320759087,01,BROOKLYN,0,1803.72,0,6322,0,0,0,4,0,36
121618623,01,MANHATTAN,520000,5729.5,0,0,0,0,6,6,70,70
420607604,01,QUEENS,2000,225,0,0,0,0,50,50,509,509
121396827,01,MANHATTAN,70000,1099.5,0,0,0,0,15,15,166,166
120845318,01,MANHATTAN,8325,306.2,0,0,0,0,42,42,478,478
121611513,01,MANHATTAN,48000,707.9,0,0,0,0,42,42,478,478
420836812,01,QUEENS,78000,986.9,0,0,0,0,3,3,112,112
320759283,01,BROOKLYN,20000,419.5,0,0,0,0,4,4,49,49
440081894,01,QUEENS,6000,275.3,0,0,0,0,2,2,25,25
320513529,01,BROOKLYN,0,830,0,3210,0,0,0,3,0,31
320759176,01,BROOKLYN,205500,2335.3,0,0,0,0,15,15,134,134
420845651,03,QUEENS,0,0,0,0,0,0,0,0,0,0
402890760,01,QUEENS,0,160,0,0,0,0,2,2,39,39
121612825,01,MANHATTAN,25000,441,0,0,0,0,2,2,113,113
320513253,01,BROOKLYN,5000,265,0,0,0,0,7,7,93,93
420841003,01,QUEENS,0,310,0,0,0,0,0,0,0,0
140078966,01,MANHATTAN,0,160,0,0,0,0,5,5,50,50
140079091,01,MANHATTAN,12000,337.1,0,0,0,0,7,7,85,85
121328483,03,MANHATTAN,0,0,0,0,0,0,0,0,0,0
440082223,01,QUEENS,0,160,0,0,0,0,6,6,60,60
320759158,01,BROOKLYN,0,336,0,0,0,42,0,0,0,0
220289765,01,BRONX,2050000,21328.5,0,0,0,0,9,9,114,114
121639138,02,MANHATTAN,160000,1861.5,0,0,0,0,0,0,0,0
121618767,01,MANHATTAN,15000,423,6957,6957,0,0,3,3,36,36
420845508,01,QUEENS,10500,326.8,0,0,0,0,2,2,20,20
420845651,02,QUEENS,0,0,0,0,0,0,0,0,0,0
121569999,01,MANHATTAN,442000,4766.1,0,0,0,0,60,60,770,770
520141169,01,STATEN ISLAND,10000,155.75,0,0,0,0,2,2,21,21
121051306,01,MANHATTAN,19715,419.5,0,0,0,0,7,7,75,75
220289774,01,BRONX,1000,225,0,0,0,0,11,11,101,101
420845535,01,QUEENS,3000,225,0,0,0,0,2,2,25,25
121618384,01,MANHATTAN,0,230,0,0,0,0,14,14,130,130
320759096,01,BROOKLYN,0,1606.9,0,5565,0,0,0,4,0,36
121616670,01,MANHATTAN,225000,2531,0,0,0,0,14,14,145,145
420845759,02,QUEENS,502000,5384.1,0,0,0,0,0,0,0,0
420844206,01,QUEENS,78000,1071.9,10540,10540,0,0,1,1,25,25
140079171,01,MANHATTAN,22610,450.4,0,0,0,0,5,5,60,60
140079180,01,MANHATTAN,40590,635.8,0,0,0,0,5,5,60,60
220235564,01,BRONX,0,160,0,0,0,0,8,8,75,75
320513217,03,BROOKLYN,0,0,0,0,0,0,0,0,0,0
320759078,01,BROOKLYN,0,1596.24,0,5524,0,0,0,4,0,36
420845214,01,QUEENS,20000,419.5,0,0,0,0,3,3,112,112
220289738,01,BRONX,18000,398.9,0,0,0,0,16,16,237,237
320760716,01,BROOKLYN,159000,1851.2,0,0,0,0,7,7,68,68
320759327,01,BROOKLYN,0,280,0,0,0,0,3,3,35,35
140078868,01,MANHATTAN,0,160,0,0,0,0,15,15,156,156
320513538,01,BROOKLYN,100,280,12997,12997,0,0,2,2,26,26
121571147,01,MANHATTAN,3500,245,0,0,0,0,11,11,110,110
121618115,01,MANHATTAN,23510,460.7,0,0,0,0,5,5,50,50
220289827,01,BRONX,0,160,0,0,0,0,1,1,10,10
121520719,01,MANHATTAN,22000,440.1,0,0,0,0,3,3,40,40
520141187,01,STATEN ISLAND,8500,150.6,0,0,0,0,2,2,35,35
320759247,01,BROOKLYN,35000,574,0,0,0,0,1,1,14,14
121458449,01,MANHATTAN,0,160,0,0,0,0,14,14,140,140
121618838,01,MANHATTAN,1000,280,3336,3336,0,0,3,3,30,30
320759434,01,BROOKLYN,5000,235,0,0,0,0,1,1,25,25
121618801,01,MANHATTAN,169800,1964.5,0,0,0,0,19,19,219,219
140078939,01,MANHATTAN,10000,316.5,0,0,0,0,38,38,396,396
320377597,04,BROOKLYN,0,160,0,0,0,0,0,0,0,0
420845759,01,QUEENS,535000,5724,0,0,0,0,16,16,160,160
320526025,01,BROOKLYN,0,420,0,0,0,25,1,0,15,0
320526034,01,BROOKLYN,0,260,0,0,0,10,1,0,15,0
420607613,01,QUEENS,1000,225,0,0,0,0,50,50,509,509
320755143,01,BROOKLYN,2000,195,0,0,0,0,6,6,40,40
320759130,01,BROOKLYN,228750,2572.2,0,0,0,0,13,13,130,130
320760404,01,BROOKLYN,0,100,0,0,0,0,0,0,0,0
140078877,01,MANHATTAN,174960,1986,0,0,0,0,6,6,69,69
440082214,01,QUEENS,0,160,0,0,0,0,6,6,65,65
420845731,01,QUEENS,0,160,0,0,0,0,3,3,40,40
120845835,01,MANHATTAN,3250,245,0,0,0,0,19,19,219,219
121615895,02,MANHATTAN,231000,2592.8,0,0,0,0,0,0,0,0
121330078,03,MANHATTAN,0,0,0,0,0,0,0,0,0,0
121618785,01,MANHATTAN,0,180,0,0,0,0,6,6,70,70
140078993,01,MANHATTAN,35000,544,0,0,0,0,13,13,163,163
140079000,01,MANHATTAN,0,160,0,0,0,0,5,5,76,76
121618650,01,MANHATTAN,7000,285.6,0,0,0,0,16,16,186,186
121618856,01,MANHATTAN,30000,682.5,0,0,0,0,10,10,108,108
302568406,01,BROOKLYN,25180,481.3,0,0,0,0,3,3,50,50
121618829,01,MANHATTAN,17000,388.6,0,0,0,0,19,19,219,219
140079046,01,MANHATTAN,0,160,0,0,0,0,5,5,55,55
420845811,01,QUEENS,0,160,0,0,0,0,11,11,100,100
320513547,01,BROOKLYN,0,2140.42,0,5462,0,0,0,4,0,51
120553187,03,MANHATTAN,0,0,0,0,0,0,0,0,0,0
121618810,01,MANHATTAN,157350,1895.9,3700,3700,0,0,2,2,23,23
140078948,01,MANHATTAN,0,160,0,0,0,0,6,6,60,60
121618507,01,MANHATTAN,0,200,0,0,0,0,0,0,0,0
140078671,01,MANHATTAN,0,170,0,0,0,0,3,3,43,43
121020126,01,MANHATTAN,12375,347.4,0,0,0,0,5,5,59,59
121617483,01,MANHATTAN,14000,357.7,0,0,0,0,9,9,95,95
320757551,01,BROOKLYN,0,170,0,0,0,0,4,4,55,55
240025780,01,BRONX,13800,357.7,0,0,0,0,6,6,65,65
420813515,01,QUEENS,0,873.44,0,2744,0,0,0,1,0,14
240025771,01,BRONX,8400,306.2,0,0,0,0,5,5,55,55
320757542,01,BROOKLYN,0,160,0,0,0,0,4,4,55,55
520140696,01,STATEN ISLAND,10000,155.75,0,0,0,0,2,2,25,25
121617651,01,MANHATTAN,3500,245,0,0,0,0,7,7,75,75
121610391,01,MANHATTAN,100000,1298.5,48452,48452,0,0,7,7,75,75
520140703,01,STATEN ISLAND,7970,162.49,2440,2582,142,0,2,2,24,24
121617474,01,MANHATTAN,66355,903.6,0,0,0,0,9,9,90,90
320756543,01,BROOKLYN,0,200,0,0,0,0,0,0,0,0
121615582,01,MANHATTAN,4194,235,0,0,0,0,34,34,384,384
121617492,01,MANHATTAN,14000,357.7,0,0,0,0,9,9,95,95
121617633,01,MANHATTAN,80000,1037.5,0,0,0,0,5,5,50,50
420779125,01,QUEENS,0,734.12,0,10348,0,0,0,2,0,22
121610453,01,MANHATTAN,42000,646.1,0,0,0,0,17,17,188,188
121612022,02,MANHATTAN,19250,419.5,0,0,0,0,0,0,0,0
140078680,01,MANHATTAN,0,260,0,0,0,0,8,8,80,80
140078699,01,MANHATTAN,0,160,0,0,0,0,3,3,43,43
320714152,01,BROOKLYN,20000,419.5,0,0,0,0,6,6,96,96
520140963,01,STATEN ISLAND,15500,186.65,0,0,0,0,3,3,29,29
140078706,01,MANHATTAN,0,160,0,0,0,0,8,8,80,80
240025806,01,BRONX,9200,316.5,0,0,0,0,5,5,55,55
121593169,01,MANHATTAN,59000,821.2,0,0,0,0,10,10,100,100
320759452,01,BROOKLYN,48000,707.9,0,0,0,0,2,2,28,28
220289836,01,BRONX,5000,265,0,0,0,0,3,3,25,25
121328483,02,MANHATTAN,0,0,0,0,0,0,0,0,0,0
340060800,01,BROOKLYN,30000,522.5,0,0,0,0,4,4,55,55
140079206,01,MANHATTAN,0,160,0,0,0,0,23,23,230,230
121327590,01,MANHATTAN,1000,280,86130,86130,0,0,12,12,125,125
402890788,01,QUEENS,17000,388.6,0,0,0,0,5,5,72,72
220289854,01,BRONX,0,220,0,0,0,0,3,3,35,35
140079055,01,MANHATTAN,25000,676,0,0,0,0,12,12,120,120
140079073,01,MANHATTAN,0,160,0,0,0,0,4,4,40,40
340060855,01,BROOKLYN,81100,1058.1,0,0,0,0,3,3,33,33
140079215,01,MANHATTAN,16000,378.3,0,0,0,0,10,10,100,100
420828420,01,QUEENS,1000,225,0,0,0,0,4,4,50,50
121329053,01,MANHATTAN,0,13296.5,0,44504,0,0,0,9,0,125
440082205,01,QUEENS,0,160,0,0,0,0,6,6,65,65
440087193,01,QUEENS,0,230,0,0,0,0,6,6,65,65
140078975,01,MANHATTAN,0,160,0,0,0,0,5,5,50,50
140079028,01,MANHATTAN,0,180,0,0,0,0,3,3,30,30
140079108,01,MANHATTAN,0,160,0,0,0,0,4,4,40,40
140079117,01,MANHATTAN,0,160,0,0,0,0,4,4,40,40
140079153,01,MANHATTAN,455000,4900,0,0,0,0,3,3,58,58
140079162,01,MANHATTAN,40590,635.8,0,0,0,0,5,5,60,60
340060864,01,BROOKLYN,0,160,0,0,0,0,5,5,65,65
420845768,01,QUEENS,5000,265,0,0,0,0,7,7,113,113
121618865,01,MANHATTAN,0,160,0,0,0,0,8,8,80,80
121600115,01,MANHATTAN,23350,460.7,0,0,0,0,19,19,178,178
420845367,01,QUEENS,5000,265,0,0,0,0,3,3,33,33
240025833,01,BRONX,3900,245,0,0,0,0,5,5,55,55
121617697,01,MANHATTAN,5000,265,0,0,0,0,7,7,113,113
320760930,01,BROOKLYN,29300,492.5,0,0,0,0,13,13,180,180
121328839,01,MANHATTAN,100,195,0,0,0,0,5,5,90,90
420845410,01,QUEENS,83000,1068.4,0,0,0,0,2,2,32,32
320759684,01,BROOKLYN,0,2292,0,5780,0,0,0,4,0,40
121616493,01,MANHATTAN,0,170,0,0,0,0,1,1,55,55
121613389,01,MANHATTAN,325000,3561,0,0,0,0,18,18,161,161
220288999,01,BRONX,60000,831.5,0,0,0,0,1,1,23,23
121616572,03,MANHATTAN,4000,245,0,0,0,0,0,0,0,0
121607252,01,MANHATTAN,416111,4508.6,0,0,0,0,6,6,60,60
121328811,01,MANHATTAN,15766,378.3,0,0,0,0,1,1,21,21
320725532,01,BROOKLYN,0,220,0,0,0,0,2,2,30,30
121494631,01,MANHATTAN,64300,883,0,0,0,0,19,19,211,211
121614360,01,MANHATTAN,30000,522.5,0,0,0,0,4,4,50,50
420843617,01,QUEENS,56250,800.6,0,0,0,0,1,1,14,14
420845269,01,QUEENS,0,190,0,0,0,0,7,7,70,70
320760921,01,BROOKLYN,29800,492.5,0,0,0,0,5,5,55,55
420628477,01,QUEENS,13000,347.4,0,0,0,0,5,5,64,64
420797800,01,QUEENS,0,757.04,0,10348,0,0,0,2,0,22
121606869,01,MANHATTAN,300000,3303.5,0,0,0,0,3,3,35,35
440081572,01,QUEENS,0,160,0,0,0,0,2,2,20,20
121617599,01,MANHATTAN,3200,245,0,0,0,0,11,11,125,125
520140981,01,STATEN ISLAND,1,170,2563,2563,0,0,2,2,25,25
320739741,01,BROOKLYN,25000,471,0,0,0,0,3,3,32,32
121609349,01,MANHATTAN,57000,800.6,0,0,0,0,12,12,138,138
121617704,01,MANHATTAN,5000,265,0,0,0,0,1,1,16,16
440081590,01,QUEENS,6000,275.3,0,0,0,0,2,2,25,25
121616572,02,MANHATTAN,1028000,10801.9,0,0,0,0,0,0,0,0
420809156,01,QUEENS,0,193,0,0,0,0,0,0,0,0
121328802,01,MANHATTAN,31532,543.1,0,0,0,0,3,3,36,36
121617786,01,MANHATTAN,25400,641.3,0,0,0,0,4,4,45,45
121328820,01,MANHATTAN,95090,1202.3,0,0,0,0,2,2,33,33
320760690,01,BROOKLYN,24975,631,0,0,0,0,2,2,28,28
520141034,01,STATEN ISLAND,46000,341.15,0,0,0,0,2,2,20,20
220289364,01,BRONX,3200,245,0,0,0,0,2,2,60,60
420844956,01,QUEENS,38000,604.9,0,0,0,0,3,3,30,30
320762563,01,BROOKLYN,194000,2211.7,0,0,0,0,1,1,30,30
121611345,01,MANHATTAN,21000,429.8,0,0,0,0,27,27,250,250
121616484,01,MANHATTAN,0,160,0,0,0,0,13,13,130,130
420845223,01,QUEENS,61200,495.71,1730,1730,268,0,2,2,25,25
520133463,01,STATEN ISLAND,20000,436.41,1919,2162,243,0,2,2,20,20
121617642,01,MANHATTAN,11000,326.8,0,0,0,0,6,6,75,75
121606510,01,MANHATTAN,46040,697.6,0,0,0,0,19,19,190,190
320760912,01,BROOKLYN,57000,557.8,0,0,0,0,2,2,30,30
121612022,01,MANHATTAN,156750,1830.6,0,0,0,0,45,45,603,603
520140972,01,STATEN ISLAND,15500,186.65,0,0,0,0,3,3,29,29
121617731,01,MANHATTAN,150000,1758.5,0,0,0,0,11,11,120,120
420809138,01,QUEENS,0,1120,0,0,0,140,0,0,0,0
420845429,01,QUEENS,38000,504.59,1181,1423,372,0,2,2,25,25
320760967,01,BROOKLYN,0,1482,0,4400,0,0,0,2,0,39
121617884,01,MANHATTAN,1000,195,0,0,0,0,16,16,180,180
320517650,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
340060490,01,BROOKLYN,0,1120,0,0,0,0,24,24,240,240
320762563,02,BROOKLYN,172000,1985.1,0,0,0,0,0,0,0,0
320736030,01,BROOKLYN,1000,130,0,0,0,0,3,3,27,27
121617955,02,MANHATTAN,2700,225,0,0,0,0,0,0,0,0
121618106,01,MANHATTAN,25000,471,0,0,0,0,5,5,55,55
140078742,01,MANHATTAN,0,170,0,0,0,0,5,5,55,55
121618008,01,MANHATTAN,3000,225,0,0,0,0,5,5,63,63
320760949,01,BROOKLYN,34000,563.7,0,0,0,0,4,4,40,40
121611229,01,MANHATTAN,42500,656.4,0,0,0,0,12,12,157,157
121611354,01,MANHATTAN,87500,1119.9,0,0,0,0,46,46,450,450
140078733,01,MANHATTAN,0,160,0,0,0,0,7,7,70,70
440081652,01,QUEENS,86000,1099.3,0,0,0,0,2,2,26,26
121617875,01,MANHATTAN,76600,1006.6,0,0,0,0,20,20,267,267
121617722,02,MANHATTAN,243238,2726.7,0,0,0,0,0,0,0,0
121610408,01,MANHATTAN,17500,398.9,0,0,0,0,45,45,603,603
440081581,01,QUEENS,0,160,0,0,0,0,2,2,20,20
320753038,01,BROOKLYN,191000,1087.9,0,0,0,0,4,4,40,40
240025824,01,BRONX,10800,326.8,0,0,0,0,6,6,65,65
420845241,01,QUEENS,0,420,0,0,0,19,2,0,39,0
420835760,01,QUEENS,0,420,0,0,0,22,1,0,25,0
320757374,01,BROOKLYN,50850,970.08,3445,4123,678,0,3,3,33,33
121616572,01,MANHATTAN,448000,4827.9,0,0,0,0,42,42,519,519
320711100,01,BROOKLYN,250000,1849.75,1100,3150,2150,0,1,2,15,33
121618179,01,MANHATTAN,149600,1758.5,0,0,0,0,20,20,210,210
120845737,01,MANHATTAN,8500,306.2,0,0,0,0,25,25,250,250
420845349,01,QUEENS,31440,288.49,1224,1224,162,0,2,2,20,20
140078779,01,MANHATTAN,0,170,0,0,0,0,5,5,54,54
121565494,02,MANHATTAN,10000,316.5,0,0,0,0,0,0,0,0
340060515,01,BROOKLYN,500000,5363.5,0,0,0,0,1,1,270,270
121615314,01,MANHATTAN,24500,471,0,0,0,0,2,2,25,25
120845755,01,MANHATTAN,10000,316.5,0,0,0,0,26,26,252,252
121617928,01,MANHATTAN,161465,2042.1,0,0,0,0,24,24,250,250
420845358,01,QUEENS,92000,1321.1,0,0,0,0,3,3,25,25
440081670,01,QUEENS,5000,130,0,0,0,0,1,1,12,12
420580320,02,QUEENS,3000,130,0,0,0,0,0,0,0,0
121617811,01,MANHATTAN,2000,225,0,0,0,0,46,46,453,453
121619098,02,MANHATTAN,53000,759.4,0,0,0,0,0,0,0,0
140078751,01,MANHATTAN,0,170,0,0,0,0,5,5,55,55
121618133,01,MANHATTAN,58745,821.2,0,0,0,0,19,19,252,252
520141061,01,STATEN ISLAND,26100,461.6,0,0,0,0,2,2,17,17
220289685,01,BRONX,48501,716.6,2288,2288,0,0,2,2,25,25
320715115,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
420835305,01,QUEENS,7500,265.9,0,0,0,0,6,6,63,63
140078760,01,MANHATTAN,0,170,0,0,0,0,5,5,54,54
420845465,01,QUEENS,263250,2932.7,0,0,0,0,2,2,27,27
520141150,01,STATEN ISLAND,32000,543.1,0,0,0,0,1,1,18,18
121617839,01,MANHATTAN,21000,212.4,0,0,0,0,3,3,35,35
121618428,01,MANHATTAN,30000,522.5,0,0,0,0,9,9,110,110
121617740,01,MANHATTAN,107500,1325.9,0,0,0,0,26,26,274,274
121572226,01,MANHATTAN,25000,471,0,0,0,0,7,7,127,127
140079304,01,MANHATTAN,27075,501.9,0,0,0,0,4,4,50,50
320760805,01,BROOKLYN,36000,584.3,0,0,0,0,4,4,50,50
420845884,01,QUEENS,80000,516.25,0,0,0,0,2,2,26,26
121328857,01,MANHATTAN,259540,2891.5,0,0,0,0,16,16,223,223
420845900,01,QUEENS,3000,195,0,0,0,0,2,2,28,28
420845937,01,QUEENS,0,200,0,0,0,0,6,6,65,65
320759595,01,BROOKLYN,5000,320,3400,3400,0,0,1,1,15,15
220289872,01,BRONX,30000,258.75,0,0,0,0,3,3,30,30
420842244,01,QUEENS,159000,1851.2,0,0,0,0,2,2,23,23
120845381,01,MANHATTAN,8500,306.2,0,0,0,0,36,36,380,380
121619436,01,MANHATTAN,138500,820.1,0,0,0,0,4,4,45,45
420845287,01,QUEENS,0,170,0,0,0,0,3,3,35,35
121619472,01,MANHATTAN,3000,225,0,0,0,0,5,5,70,70
121619169,01,MANHATTAN,11000,326.8,0,0,0,0,12,12,120,120
140079288,01,MANHATTAN,3000,225,0,0,0,0,9,9,86,86
220289792,01,BRONX,1000,225,0,0,0,0,6,6,64,64
121572191,01,MANHATTAN,27000,491.6,0,0,0,0,29,29,270,270
320759639,01,BROOKLYN,30000,258.75,0,0,0,0,3,3,35,35
121619953,01,MANHATTAN,35000,544,0,0,0,0,5,5,60,60
420840362,01,QUEENS,100,225,0,0,0,0,7,7,70,70
121616867,01,MANHATTAN,17138,398.9,0,0,0,0,30,30,300,300
420845492,01,QUEENS,4000,130,0,0,0,0,2,2,25,25
121597753,01,MANHATTAN,6000,275.3,0,0,0,0,5,5,65,65
420845820,01,QUEENS,120000,1449.5,0,0,0,0,1,1,15,15
121609072,01,MANHATTAN,1000,195,0,0,0,0,17,17,193,193
520133481,01,STATEN ISLAND,180000,1378.85,1788,3018,1230,0,2,2,40,40
220289809,01,BRONX,3000,225,0,0,0,0,6,6,64,64
201029742,01,BRONX,123000,1480.4,0,0,0,0,5,5,75,75
121619999,01,MANHATTAN,127000,1521.6,0,0,0,0,15,15,173,173
121619267,01,MANHATTAN,9000,306.2,0,0,0,0,34,34,345,345
420845928,01,QUEENS,0,220,0,0,0,0,6,6,65,65
121618972,01,MANHATTAN,208000,2355.9,0,0,0,0,20,20,239,239
220289916,01,BRONX,50000,728.5,0,0,0,0,7,7,62,62
121619533,01,MANHATTAN,0,160,0,0,0,0,5,5,55,55
121618375,01,MANHATTAN,13250,357.7,0,0,0,0,6,6,62,62
420846080,01,QUEENS,10000,163.67,637,703,66,0,1,1,16,16
220289925,01,BRONX,50000,728.5,0,0,0,0,7,7,62,62
121611504,01,MANHATTAN,15035,378.3,0,0,0,0,42,42,478,478
121572208,01,MANHATTAN,35000,574,0,0,0,0,29,29,270,270
121328848,01,MANHATTAN,0,2392,0,0,0,299,0,0,0,0
121619542,01,MANHATTAN,0,160,0,0,0,0,5,5,50,50
500874084,01,STATEN ISLAND,165000,1913,0,0,0,0,3,3,31,31
121619436,02,MANHATTAN,1000,130,0,0,0,0,0,0,0,0
121619258,01,MANHATTAN,40000,625.5,0,0,0,0,25,25,298,298
420845054,01,QUEENS,13200,357.7,0,0,0,0,7,7,92,92
