job_#,doc_#,borough,initial_cost,total_est_fee,existing_zoning_sqft,proposed_zoning_sqft,enlargement_sq_footage,street_frontage,existingno._of_stories,proposed_no._of_stories,existing_height,proposed_height
320754386,01,BROOKLYN,506896,5435.6,0,0,0,0,2,2,22,22
121608082,01,MANHATTAN,0,250,0,0,0,0,6,6,65,65
121608108,01,MANHATTAN,0,220,0,0,0,0,6,6,65,65
420840852,01,QUEENS,0,378.4,0,1820,0,0,0,2,0,27
140076138,01,MANHATTAN,0,160,0,0,0,0,21,21,210,210
140076165,01,MANHATTAN,0,160,0,0,0,0,30,30,305,305
121608803,01,MANHATTAN,25000,471,0,0,0,0,18,18,190,190
121583811,01,MANHATTAN,82400,1068.4,0,0,0,0,42,42,575,575
121600730,01,MANHATTAN,29500,522.5,0,0,0,0,12,12,130,130
121597744,02,MANHATTAN,30100,532.8,0,0,0,0,0,0,0,0
121569249,01,MANHATTAN,20000,419.5,0,0,0,0,6,6,66,66
121569230,01,MANHATTAN,77000,976.6,0,0,0,0,6,6,66,66
121606495,01,MANHATTAN,20000,419.5,0,0,0,0,5,5,60,60
121606556,02,MANHATTAN,55000,780,0,0,0,0,0,0,0,0
121572306,01,MANHATTAN,115000,1398,0,0,0,0,28,28,361,361
220287829,01,BRONX,25000,601,0,0,0,0,5,5,50,50
320754206,01,BROOKLYN,1000,225,0,0,0,0,2,2,21,21
121589995,02,MANHATTAN,70000,934.5,0,0,0,0,0,0,0,0
121601980,01,MANHATTAN,99600,1243.5,0,0,0,0,10,10,171,171
121598404,01,MANHATTAN,0,160,0,0,0,0,6,6,146,146
520128549,01,STATEN ISLAND,145000,891,1059,3902,0,0,1,2,14,28
520127595,01,STATEN ISLAND,50000,926.23,1093,1528,1529,0,2,3,26,28
520126211,01,STATEN ISLAND,0,416,0,0,0,52,0,0,0,0
420841316,01,QUEENS,0,160,0,0,0,0,1,1,15,15
320755189,01,BROOKLYN,0,420,0,0,0,25,1,0,15,0
121607118,01,MANHATTAN,25000,441,0,0,0,0,4,4,39,39
121609866,01,MANHATTAN,90100,1150.8,0,0,0,0,6,6,63,63
240024932,01,BRONX,0,210,0,0,0,0,4,4,47,47
121607494,01,MANHATTAN,484350,5209,0,0,0,0,20,20,230,230
420840193,01,QUEENS,0,160,0,0,0,0,2,2,25,25
320755811,01,BROOKLYN,300000,3463.5,0,0,0,0,37,37,418,418
140076003,01,MANHATTAN,0,160,0,0,0,0,23,23,270,270
121606958,01,MANHATTAN,225825,2541.3,0,0,0,0,5,5,60,60
121514147,01,MANHATTAN,10300,326.8,0,0,0,0,18,18,179,179
121573029,01,MANHATTAN,15000,368,0,0,0,0,16,16,146,146
520133409,01,STATEN ISLAND,150000,1314.27,2775,3060,671,0,3,3,30,33
121607350,02,MANHATTAN,161300,1882.1,0,0,0,0,0,0,0,0
500874002,02,STATEN ISLAND,8000,295.9,0,0,0,0,0,0,0,0
120845032,01,MANHATTAN,10000,316.5,0,0,0,0,7,7,103,103
121607305,01,MANHATTAN,50000,728.5,0,0,0,0,11,11,141,141
220287366,01,BRONX,45000,677,0,0,0,0,1,1,19,19
320377560,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
121607591,01,MANHATTAN,0,160,0,0,0,0,2,2,22,22
420841753,01,QUEENS,7500,295.9,0,0,0,0,7,7,69,69
420841780,01,QUEENS,0,264,0,0,0,33,0,0,0,0
121607396,01,MANHATTAN,67000,903.6,0,0,0,0,6,6,96,96
320730312,01,BROOKLYN,135000,1604,0,0,0,0,4,4,50,50
320730198,01,BROOKLYN,1680,280,3717,3717,0,0,3,3,33,33
420841637,01,QUEENS,0,170,0,0,0,0,3,3,35,35
220287507,01,BRONX,45000,677,0,0,0,0,6,6,60,60
121606556,01,MANHATTAN,50000,728.5,0,0,0,0,17,17,193,193
420841496,01,QUEENS,34200,367.7,1439,1799,360,0,2,2,25,25
121572306,02,MANHATTAN,73500,975.7,0,0,0,0,0,0,0,0
220287874,01,BRONX,25000,601,0,0,0,0,5,5,50,50
121454817,01,MANHATTAN,83100,1078.7,0,0,0,0,15,15,160,160
121598226,01,MANHATTAN,12600,347.4,0,0,0,0,50,50,681,681
121589995,01,MANHATTAN,750000,7938.5,0,0,0,0,40,40,600,600
121601980,02,MANHATTAN,25000,471,0,0,0,0,0,0,0,0
420828518,01,QUEENS,0,160,0,0,0,0,1,1,25,25
121580743,01,MANHATTAN,46151,697.6,0,0,0,0,4,4,42,42
121606477,01,MANHATTAN,111000,1356.8,0,0,0,0,12,12,178,178
121590616,01,MANHATTAN,1000,225,0,0,0,0,15,15,170,170
121590607,01,MANHATTAN,46200,697.6,0,0,0,0,6,6,76,76
320746029,01,BROOKLYN,0,170,0,0,0,0,2,2,20,20
420831292,01,QUEENS,100000,1243.5,0,0,0,0,2,2,45,45
240024969,01,BRONX,6500,140.3,0,0,0,0,3,3,34,34
240025012,01,BRONX,45000,336,0,0,0,0,1,1,18,18
121331102,03,MANHATTAN,0,0,0,0,0,0,0,0,0,0
140076192,01,MANHATTAN,600,130,0,0,0,0,13,13,164,164
320468604,03,BROOKLYN,0,0,0,0,0,0,0,0,0,0
320754518,01,BROOKLYN,536000,5734.3,0,0,0,0,4,4,47,47
240025003,01,BRONX,5000,235,0,0,0,0,1,1,14,14
320516606,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
340057967,01,BROOKLYN,9000,276.2,0,0,0,0,4,4,48,48
440079656,01,QUEENS,59550,831.5,0,0,0,0,3,3,31,31
320373993,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
121331102,04,MANHATTAN,0,0,0,0,0,0,0,0,0,0
440079665,01,QUEENS,70000,934.5,0,0,0,0,6,6,62,62
140076218,01,MANHATTAN,14200,368,0,0,0,0,41,41,4200,4200
240025021,01,BRONX,7500,265.9,0,0,0,0,1,1,14,14
320754876,01,BROOKLYN,0,210,0,0,0,0,6,6,65,65
220288212,01,BRONX,12000,166.05,0,0,0,0,3,3,30,30
220283663,01,BRONX,10000,155.75,0,0,0,0,5,5,50,50
420842119,01,QUEENS,22500,450.4,0,0,0,0,4,4,70,70
121541180,02,MANHATTAN,1000,225,0,0,0,0,0,0,0,0
120845210,01,MANHATTAN,25000,471,0,0,0,0,22,22,247,247
420842100,01,QUEENS,40000,625.5,0,0,0,0,4,4,70,70
121611069,01,MANHATTAN,88500,1130.2,0,0,0,0,6,6,75,75
320754466,01,BROOKLYN,0,200,0,0,0,0,4,4,45,45
121610916,01,MANHATTAN,39500,625.5,0,0,0,0,4,4,62,62
320693317,01,BROOKLYN,0,420,0,0,0,56,1,0,12,0
121610239,01,MANHATTAN,25000,471,0,0,0,0,4,4,44,44
320714161,01,BROOKLYN,0,100,0,340,0,0,0,1,0,10
420842333,01,QUEENS,4000,245,0,0,0,0,4,4,44,44
320236133,04,BROOKLYN,0,0,0,0,0,0,0,0,0,0
220288089,01,BRONX,1000,280,9608,9608,0,0,1,1,18,18
320753127,02,BROOKLYN,50000,361.75,0,0,0,0,0,0,0,0
340058083,01,BROOKLYN,89320,1140.5,0,0,0,0,3,3,38,38
121607895,01,MANHATTAN,0,250,0,0,0,0,6,6,77,77
520132963,03,STATEN ISLAND,0,0,0,0,0,0,0,0,0,0
320754625,01,BROOKLYN,91107,578.05,0,0,0,0,2,2,31,31
121608046,01,MANHATTAN,10000,316.5,0,0,0,0,5,5,55,55
420842495,01,QUEENS,6000,275.3,0,0,0,0,6,6,65,65
440079816,01,QUEENS,26300,491.6,0,0,0,0,1,1,14,14
240025094,01,BRONX,14780,368,0,0,0,0,8,8,83,83
140076619,01,MANHATTAN,26000,451.3,0,0,0,0,11,11,90,90
121606333,01,MANHATTAN,21500,440.1,0,0,0,0,5,5,55,55
320724739,01,BROOKLYN,100,225,0,0,0,0,4,4,40,40
320754812,01,BROOKLYN,10000,316.5,0,0,0,0,2,2,30,30
320753127,03,BROOKLYN,100000,619.25,0,0,0,0,0,0,0,0
420841879,01,QUEENS,8190,276.2,0,0,0,0,2,2,22,22
121610284,01,MANHATTAN,159000,1851.2,0,0,0,0,7,7,85,85
320746653,01,BROOKLYN,80000,1252.5,1150,1150,0,0,1,1,14,14
440079834,01,QUEENS,0,250,0,0,0,0,6,6,65,65
420842128,01,QUEENS,90000,1140.5,0,0,0,0,2,2,29,29
420840861,01,QUEENS,0,499.6,0,2830,0,0,0,2,0,35
320752994,01,BROOKLYN,40000,625.5,0,0,0,0,3,3,30,30
420829349,01,QUEENS,0,260,0,0,0,34,1,0,11,0
121610024,01,MANHATTAN,44800,837,0,0,0,0,6,6,72,72
520140080,01,STATEN ISLAND,100000,1243.5,0,0,0,0,2,2,40,40
320754965,01,BROOKLYN,12000,337.1,0,0,0,0,12,12,140,140
121557868,01,MANHATTAN,18000,398.9,0,0,0,0,5,5,54,54
121608064,01,MANHATTAN,10000,316.5,0,0,0,0,5,5,60,60
340058127,01,BROOKLYN,4500,265,0,0,0,0,5,5,55,55
420842342,01,QUEENS,20000,207.25,0,0,0,0,2,2,25,25
140076600,01,MANHATTAN,25000,471,0,0,0,0,5,5,55,55
520129799,01,STATEN ISLAND,3000,225,0,0,0,0,1,1,10,10
121610159,01,MANHATTAN,28000,501.9,0,0,0,0,44,44,440,440
320689279,02,BROOKLYN,0,0,0,0,0,0,0,0,0,0
121599207,01,MANHATTAN,0,100,0,0,0,0,0,0,0,0
320753252,01,BROOKLYN,51700,532.05,0,0,0,0,2,2,17,17
420607445,01,QUEENS,0,778.64,0,2250,0,0,0,3,0,35
140076469,01,MANHATTAN,38500,615.2,0,0,0,0,6,6,55,55
420840987,01,QUEENS,0,160,0,0,0,0,5,5,65,65
520140124,01,STATEN ISLAND,0,1042.76,0,3898,0,0,0,3,0,33
420842306,01,QUEENS,2000,130,0,0,0,0,2,2,22,22
520140142,01,STATEN ISLAND,0,560,0,0,0,70,0,0,0,0
121602159,01,MANHATTAN,850,225,0,0,0,0,13,13,117,117
420633639,01,QUEENS,79000,758.5,1593,1988,395,0,2,2,19,20
121566787,01,MANHATTAN,20000,419.5,0,0,0,0,40,40,600,600
320745280,01,BROOKLYN,848478,9118.2,0,0,0,0,3,3,30,30
420841423,01,QUEENS,5000,265,0,0,0,0,5,5,87,87
121608055,01,MANHATTAN,10000,316.5,0,0,0,0,5,5,55,55
120845274,01,MANHATTAN,17000,388.6,0,0,0,0,18,18,210,210
320698045,01,BROOKLYN,0,200,0,0,0,0,0,0,0,0
103643906,03,MANHATTAN,1134400,11904,0,0,0,0,0,0,0,0
320753305,01,BROOKLYN,0,100,0,0,0,0,0,0,0,0
240025076,01,BRONX,0,160,0,0,0,0,5,5,58,58
121610738,01,MANHATTAN,30000,522.5,0,0,0,0,30,30,379,379
520140099,02,STATEN ISLAND,5000,265,0,0,0,0,0,0,0,0
420842173,01,QUEENS,9500,155.75,0,0,0,0,2,2,25,25
420842191,01,QUEENS,3000,225,0,0,0,0,1,1,12,12
121610578,01,MANHATTAN,780000,8247.5,0,0,0,0,4,4,69,69
320513235,01,BROOKLYN,60000,831.5,0,0,0,0,4,4,50,50
121606002,02,MANHATTAN,375000,4076,0,0,0,0,0,0,0,0
520140151,01,STATEN ISLAND,5126,245.3,0,0,0,0,1,1,13,13
420826725,01,QUEENS,0,160,0,0,0,0,1,1,15,15
440079807,01,QUEENS,0,320,0,0,0,0,7,7,74,74
500874057,01,STATEN ISLAND,4518847,46759.2,0,0,0,0,3,3,45,45
500874066,02,STATEN ISLAND,52298,759.4,0,0,0,0,0,0,0,0
420842459,01,QUEENS,0,160,0,0,0,0,1,1,50,50
320517721,01,BROOKLYN,198582,2263.2,0,0,0,0,8,8,112,112
440079825,01,QUEENS,1000,130,0,0,0,0,2,2,20,20
140076655,01,MANHATTAN,107600,1325.9,0,0,0,0,29,29,261,261
140076664,01,MANHATTAN,37140,604.9,0,0,0,0,22,22,178,178
320754983,01,BROOKLYN,0,10485.1,0,29639,0,0,0,7,0,70
420842315,01,QUEENS,22000,440.1,0,0,0,0,2,2,28,28
121609232,01,MANHATTAN,27000,491.6,0,0,0,0,7,7,67,67
420842182,01,QUEENS,3000,225,0,0,0,0,1,1,12,12
121605496,02,MANHATTAN,30000,522.5,0,0,0,0,0,0,0,0
320755688,01,BROOKLYN,29000,253.6,0,0,0,0,2,2,20,20
121610177,01,MANHATTAN,0,160,0,0,0,0,6,6,65,65
420842226,01,QUEENS,100,195,0,0,0,0,3,3,46,46
520140133,01,STATEN ISLAND,4500,130,0,0,0,0,2,2,26,26
440079745,01,QUEENS,100,225,0,0,0,0,1,1,13,13
320754723,01,BROOKLYN,0,160,0,0,0,0,40,40,410,410
402890662,01,QUEENS,1291303,13521.1,0,0,0,0,4,4,61,61
320517712,01,BROOKLYN,150000,1813.5,400,400,0,0,1,1,11,22
320754527,01,BROOKLYN,21500,257.55,2199,2199,0,0,4,4,28,28
220288249,01,BRONX,0,180,0,0,0,0,12,12,100,100
420841263,01,QUEENS,1000,225,0,0,0,0,16,16,150,150
140076557,01,MANHATTAN,0,180,0,0,0,0,6,6,84,84
500874066,01,STATEN ISLAND,173579,2005.7,0,0,0,0,3,3,44,44
440079861,01,QUEENS,10,225,0,0,0,0,1,1,14,14
121610382,01,MANHATTAN,19250,419.5,0,0,0,0,17,17,205,205
220282423,01,BRONX,0,160,0,0,0,0,1,1,12,12
140076539,01,MANHATTAN,0,130,0,0,0,0,14,14,140,140
302567942,01,BROOKLYN,230000,2582.5,0,0,0,0,3,3,48,48
140076584,01,MANHATTAN,25000,471,0,0,0,0,5,5,55,55
140076575,01,MANHATTAN,5000,265,0,0,0,0,2,2,20,20
420841888,01,QUEENS,25550,481.3,0,0,0,0,1,1,21,21
340058163,01,BROOKLYN,22840,450.4,0,0,0,0,4,4,44,44
240025085,01,BRONX,40000,625.5,0,0,0,0,3,3,45,45
140076628,01,MANHATTAN,11100,337.1,0,0,0,0,3,3,45,45
320755866,01,BROOKLYN,0,200,0,0,0,0,0,0,0,0
121609027,01,MANHATTAN,54440,780,0,0,0,0,5,5,70,70
121590466,01,MANHATTAN,12000,337.1,0,0,0,0,50,50,704,704
121609189,01,MANHATTAN,25000,471,0,0,0,0,50,50,704,704
320575702,04,BROOKLYN,120000,1449.5,0,0,0,0,0,0,0,0
320755553,01,BROOKLYN,6600,255.6,0,0,0,0,4,4,45,45
121576712,01,MANHATTAN,0,200,0,0,0,0,0,0,0,0
121512452,01,MANHATTAN,0,190,0,0,0,0,12,12,130,130
121609900,01,MANHATTAN,624000,6640.7,0,0,0,0,50,50,704,704
320754778,01,BROOKLYN,50340,366.9,0,0,0,0,2,2,25,25
121610480,02,MANHATTAN,81000,1047.8,0,0,0,0,0,0,0,0
140076290,01,MANHATTAN,0,165,0,0,0,0,6,6,60,60
320719264,01,BROOKLYN,0,160,0,0,0,0,41,41,398,398
121608199,01,MANHATTAN,20000,549.5,0,0,0,0,6,6,60,60
121608206,01,MANHATTAN,5000,265,0,0,0,0,6,6,60,60
320755679,01,BROOKLYN,3000,225,0,0,0,0,4,4,40,40
121602961,01,MANHATTAN,274000,3035.7,0,0,0,0,12,12,108,108
121610970,01,MANHATTAN,140200,1665.8,0,0,0,0,20,20,177,177
420841209,01,QUEENS,0,420,0,0,0,20,1,0,15,0
121610989,01,MANHATTAN,0,100,0,0,0,0,0,0,0,0
121611050,01,MANHATTAN,0,100,0,0,0,0,0,0,0,0
140076307,01,MANHATTAN,0,250,0,0,0,0,5,5,50,50
320757445,01,BROOKLYN,120000,1449.5,0,0,0,0,3,3,40,40
320754796,01,BROOKLYN,0,160,0,0,0,0,12,12,140,140
420837786,01,QUEENS,47980,638.69,843,1570,727,0,1,2,14,23
320754901,01,BROOKLYN,20000,207.25,0,0,0,0,2,2,35,35
420841325,01,QUEENS,0,420,0,0,0,60,1,0,15,0
420515794,03,QUEENS,0,0,0,0,0,0,0,0,0,0
520140106,01,STATEN ISLAND,33576,563.7,0,0,0,0,3,3,60,60
320697894,01,BROOKLYN,19750,419.5,0,0,0,0,4,4,50,50
121610710,01,MANHATTAN,57000,800.6,0,0,0,0,4,4,60,60
121602168,01,MANHATTAN,1795,225,0,0,0,0,13,13,117,117
320747554,01,BROOKLYN,111000,1356.8,0,0,0,0,4,4,40,40
320754867,01,BROOKLYN,25000,471,0,0,0,0,2,2,20,20
320754484,01,BROOKLYN,33000,713.4,0,0,0,0,3,3,36,36
121606583,01,MANHATTAN,97000,1182.6,0,0,0,0,22,22,245,245
220288070,01,BRONX,9700,155.75,0,0,0,0,2,2,27,27
120845201,01,MANHATTAN,59500,831.5,0,0,0,0,17,17,175,175
121610890,01,MANHATTAN,34850,574,0,0,0,0,7,7,70,70
320754457,01,BROOKLYN,0,160,0,0,0,0,1,1,15,15
121610113,01,MANHATTAN,98000,1222.9,0,0,0,0,6,6,75,75
420831194,02,QUEENS,10000,316.5,0,0,0,0,0,0,0,0
121607001,01,MANHATTAN,3000,280,5075,5075,0,0,23,23,270,270
320720742,01,BROOKLYN,95000,1192,0,0,0,0,4,4,55,55
220288098,01,BRONX,8000,265.9,0,0,0,0,3,3,33,33
121610079,01,MANHATTAN,20000,549.5,0,0,0,0,6,6,60,60
320754901,02,BROOKLYN,20000,207.25,0,0,0,0,0,0,0,0
121610033,01,MANHATTAN,3000,225,0,0,0,0,6,6,70,70
440079736,01,QUEENS,0,300,0,0,0,0,7,7,70,70
420835573,01,QUEENS,158000,1840.9,0,0,0,0,3,3,54,54
121610060,01,MANHATTAN,10000,446.5,0,0,0,0,16,16,160,160
121610792,01,MANHATTAN,1000,195,0,0,0,0,41,41,403,403
520140099,01,STATEN ISLAND,20000,419.5,0,0,0,0,1,1,16,16
420515874,03,QUEENS,0,0,0,0,0,0,0,0,0,0
420841067,01,QUEENS,12000,337.1,0,0,0,0,5,5,60,60
420842155,01,QUEENS,0,163,0,0,0,0,0,0,0,0
340058065,01,BROOKLYN,11000,326.8,0,0,0,0,9,9,108,108
420840969,01,QUEENS,110000,1346.5,0,0,0,0,6,6,80,80
121606048,01,MANHATTAN,19770,419.5,0,0,0,0,5,5,55,55
320756981,01,BROOKLYN,61000,418.4,0,0,0,0,2,2,20,20
320709042,01,BROOKLYN,100,225,0,0,0,0,4,4,45,45
140076389,01,MANHATTAN,50000,728.5,0,0,0,0,13,13,149,149
121592614,01,MANHATTAN,10000,316.5,0,0,0,0,32,32,546,546
121606011,01,MANHATTAN,27000,491.6,0,0,0,0,26,26,260,260
121610186,01,MANHATTAN,0,170,0,0,0,0,2,2,25,25
121610168,01,MANHATTAN,0,160,0,0,0,0,5,5,55,55
320517696,01,BROOKLYN,2000,225,0,0,0,0,5,5,62,62
420842057,01,QUEENS,0,625.4,0,0,0,179,1,0,13,0
320755839,03,BROOKLYN,75000,986,0,0,0,0,0,0,0,0
220288230,01,BRONX,55000,780,0,0,0,0,9,9,95,95
320754714,01,BROOKLYN,0,160,0,0,0,0,40,40,410,410
340058074,01,BROOKLYN,100,225,0,0,0,0,5,5,49,49
121607886,01,MANHATTAN,0,160,0,0,0,0,6,6,77,77
340058136,01,BROOKLYN,29000,512.2,0,0,0,0,2,2,23,23
121597584,01,MANHATTAN,1795,225,0,0,0,0,13,13,117,117
121598011,01,MANHATTAN,95000,1192,0,0,0,0,6,6,65,65
121585908,01,MANHATTAN,38000,734.9,0,0,0,0,5,5,50,50
220288221,01,BRONX,33000,713.4,0,0,0,0,2,2,25,25
420830916,01,QUEENS,0,260,0,0,0,12,2,0,31,0
140076423,01,MANHATTAN,80000,1037.5,0,0,0,0,20,20,210,210
121548566,01,MANHATTAN,165200,1923.3,0,0,0,0,41,41,502,502
121513362,01,MANHATTAN,0,200,0,0,0,0,30,30,298,298
420833913,01,QUEENS,0,130,0,0,0,0,2,2,30,30
121605236,01,MANHATTAN,68500,924.2,0,0,0,0,10,10,175,175
320719255,01,BROOKLYN,0,160,0,0,0,0,41,41,398,398
220287909,01,BRONX,4000,245,0,0,0,0,2,2,33,33
121609900,03,MANHATTAN,50000,728.5,0,0,0,0,0,0,0,0
240025049,01,BRONX,0,210,0,0,0,0,6,6,60,60
121512461,01,MANHATTAN,0,160,0,0,0,0,7,7,70,70
420833922,01,QUEENS,0,130,0,0,0,0,2,2,30,30
121608180,01,MANHATTAN,20000,549.5,0,0,0,0,6,6,60,60
121605496,01,MANHATTAN,95000,1192,0,0,0,0,44,44,712,712
140076245,01,MANHATTAN,0,160,0,0,0,0,7,7,70,70
320756936,01,BROOKLYN,10000,286.5,0,0,0,0,6,6,55,55
121604479,01,MANHATTAN,40000,625.5,0,0,0,0,4,4,50,50
121609900,02,MANHATTAN,183000,2098.4,0,0,0,0,0,0,0,0
320755697,01,BROOKLYN,43000,325.7,0,0,0,0,3,3,30,30
121604781,01,MANHATTAN,4000,245,0,0,0,0,44,44,712,712
121576703,01,MANHATTAN,0,200,0,0,0,0,0,0,0,0
140076236,01,MANHATTAN,150000,1758.5,0,0,0,0,6,6,65,65
120845185,01,MANHATTAN,53500,769.7,0,0,0,0,6,6,72,72
121608117,01,MANHATTAN,3845,215,0,0,0,0,4,4,40,40
320524027,01,BROOKLYN,0,534.4,0,2340,0,0,0,3,0,30
420842137,01,QUEENS,8000,295.9,0,0,0,0,4,4,50,50
121610845,01,MANHATTAN,131780,1573.1,0,0,0,0,51,51,677,677
140076227,01,MANHATTAN,150000,1758.5,0,0,0,0,6,6,65,65
340058010,01,BROOKLYN,0,170,0,0,0,0,4,4,55,55
420833931,01,QUEENS,0,130,0,0,0,0,2,2,30,30
121610827,01,MANHATTAN,150000,1758.5,0,0,0,0,20,20,172,172
121604772,01,MANHATTAN,25000,471,0,0,0,0,22,22,247,247
320754439,01,BROOKLYN,0,180,0,0,0,0,3,3,35,35
302568175,01,BROOKLYN,460000,4951.5,0,0,0,0,3,3,45,45
121596326,01,MANHATTAN,113000,1377.4,0,0,0,0,6,6,65,65
140076361,01,MANHATTAN,10000,286.5,0,0,0,0,7,7,85,85
121538728,01,MANHATTAN,30000,522.5,0,0,0,0,5,5,53,53
520140115,01,STATEN ISLAND,7000,140.3,0,0,0,0,2,2,25,25
121610248,01,MANHATTAN,3000,225,0,0,0,0,26,26,317,317
320754910,01,BROOKLYN,18500,202.1,0,0,0,0,3,3,35,35
121607369,03,MANHATTAN,50000,728.5,0,0,0,0,0,0,0,0
420841192,01,QUEENS,0,420,0,0,0,20,1,0,15,0
420831194,01,QUEENS,200000,2273.5,0,0,0,0,1,1,23,23
520129227,01,STATEN ISLAND,0,656,0,0,0,82,0,0,0,0
320754821,01,BROOKLYN,303250,3344.7,0,0,0,0,1,1,15,15
121605487,01,MANHATTAN,9000,306.2,0,0,0,0,44,44,712,712
320754171,01,BROOKLYN,229000,2572.2,0,0,0,0,3,3,46,46
121608171,01,MANHATTAN,147000,1727.6,0,0,0,0,30,30,280,280
320736058,01,BROOKLYN,2330,195,0,0,0,0,2,2,35,35
121611078,01,MANHATTAN,40000,625.5,0,0,0,0,23,23,240,240
121610836,01,MANHATTAN,90400,1120.8,0,0,0,0,14,14,145,145
121611032,01,MANHATTAN,45500,687.3,0,0,0,0,20,20,175,175
220288034,01,BRONX,30000,522.5,0,0,0,0,1,1,15,15
121607369,01,MANHATTAN,876000,9236.3,0,0,0,0,16,16,175,175
420841183,01,QUEENS,0,420,0,0,0,20,1,0,15,0
121610480,01,MANHATTAN,267330,2973.9,0,0,0,0,13,13,162,162
320754769,01,BROOKLYN,153000,1979.4,0,0,0,0,4,4,51,51
121586989,01,MANHATTAN,535000,5724,0,0,0,0,6,6,95,95
121607369,02,MANHATTAN,289800,3200.5,0,0,0,0,0,0,0,0
121611005,01,MANHATTAN,1000,225,0,0,0,0,50,50,633,633
121610621,01,MANHATTAN,0,481,0,0,0,37,5,0,50,0
121610523,01,MANHATTAN,500000,5363.5,0,0,0,0,43,43,410,410
121610854,01,MANHATTAN,5000,265,0,0,0,0,83,83,1250,1250
320517703,01,BROOKLYN,179000,2272.2,5778,5778,0,0,4,4,45,45
121610257,01,MANHATTAN,40705,635.8,0,0,0,0,6,6,60,60
320755839,02,BROOKLYN,371000,4034.8,0,0,0,0,0,0,0,0
121610275,01,MANHATTAN,21000,429.8,0,0,0,0,20,20,205,205
140076478,01,MANHATTAN,13000,347.4,0,0,0,0,25,25,233,233
520129236,01,STATEN ISLAND,0,360,0,0,0,45,0,0,0,0
420832040,02,QUEENS,16000,378.3,0,0,0,0,0,0,0,0
121606565,01,MANHATTAN,6600,255.6,0,0,0,0,16,16,170,170
340058118,01,BROOKLYN,29000,253.6,0,0,0,0,2,2,23,23
121610872,01,MANHATTAN,5000,265,0,0,0,0,16,16,245,245
220288150,01,BRONX,94200,1192,0,0,0,0,5,5,50,50
420841860,01,QUEENS,13455,327.7,0,0,0,0,2,2,22,22
121610729,01,MANHATTAN,350000,3818.5,0,0,0,0,4,4,75,75
121610596,01,MANHATTAN,7500,295.9,0,0,0,0,18,18,252,252
121601908,01,MANHATTAN,30000,522.5,0,0,0,0,36,36,426,426
520140071,01,STATEN ISLAND,0,400,0,0,0,50,0,0,0,0
320756516,01,BROOKLYN,0,420,0,0,0,10,1,0,10,0
121621744,02,MANHATTAN,2850,130,0,0,0,0,0,0,0,0
420842164,01,QUEENS,35000,574,0,0,0,0,1,1,16,16
121610051,01,MANHATTAN,27930,501.9,0,0,0,0,5,5,55,55
420834262,01,QUEENS,0,400,0,2000,0,0,0,2,0,35
121600400,01,MANHATTAN,352990,1922.2,0,0,0,0,3,3,40,40
220288203,01,BRONX,4000,130,0,0,0,0,2,2,24,24
121610961,01,MANHATTAN,12000,307.1,0,0,0,0,15,15,175,175
121609232,02,MANHATTAN,4000,245,0,0,0,0,0,0,0,0
320755278,01,BROOKLYN,3000,225,0,0,0,0,3,3,34,34
420842235,01,QUEENS,26100,403.3,0,0,0,0,2,2,26,26
420842066,01,QUEENS,0,160,0,0,0,0,1,1,23,23
320754821,02,BROOKLYN,7200,295.9,0,0,0,0,0,0,0,0
121606574,01,MANHATTAN,3300,215,0,0,0,0,9,9,124,124
220288061,01,BRONX,11700,337.1,0,0,0,0,2,2,27,27
121610881,01,MANHATTAN,21050,440.1,0,0,0,0,29,29,261,261
420831773,01,QUEENS,58000,810.9,0,0,0,0,5,5,44,44
420840111,01,QUEENS,0,312,0,0,0,40,3,0,30,0
320758934,01,BROOKLYN,0,195,0,0,0,24,0,0,0,0
420842039,01,QUEENS,5000,130,0,0,0,0,2,2,28,28
120845194,01,MANHATTAN,35000,574,0,0,0,0,23,23,240,240
121589646,01,MANHATTAN,26500,491.6,0,0,0,0,4,4,47,47
320754448,01,BROOKLYN,0,170,0,0,0,0,18,18,190,190
320754475,01,BROOKLYN,0,190,0,0,0,0,4,4,45,45
520140062,01,STATEN ISLAND,0,288,0,0,0,36,0,0,0,0
320723151,01,BROOKLYN,7500,145.45,0,0,0,0,2,2,22,22
121610863,01,MANHATTAN,5000,265,0,0,0,0,1,1,16,16
420837982,01,QUEENS,14060,181.5,0,0,0,0,1,1,14,14
320745592,01,BROOKLYN,17000,231.8,2920,2920,0,0,4,4,40,40
302568175,02,BROOKLYN,225000,2531,0,0,0,0,0,0,0,0
121610907,01,MANHATTAN,40000,595.5,0,0,0,0,7,7,73,73
320753118,01,BROOKLYN,0,320,0,0,0,40,0,0,0,0
121328483,01,MANHATTAN,0,31307.38,0,10000,0,0,0,10,0,171
440079772,01,QUEENS,10000,316.5,0,0,0,0,2,2,25,25
420840950,01,QUEENS,15000,368,0,0,0,0,7,7,203,203
220289391,01,BRONX,42000,646.1,0,0,0,0,1,1,16,16
220288043,01,BRONX,42400,711.4,98004,98004,0,0,6,6,65,65
320754082,04,BROOKLYN,528000,5651.9,0,0,0,0,0,0,0,0
220239258,01,BRONX,15000,181.5,0,0,0,0,3,3,33,33
