"bread"
"laundrydetergent"
"softdrinks"
"fermentedmilk,chilledlivestock,cooky/cakes,mushrooms"
"beans,mushrooms"
"otherreadymadefoods"
"bottledfoods,koreanpork"
"chilledagriculturalproducts,eidbleherbs"
"fruitvegetables,rootvegetables,beans,mushrooms,eidbleherbs,artificialpowders,banana/importedfruits"
"candy-gum,cooky/cakes"
"othervegetables"
"milk,chilledseafood,cereals,mushrooms,apple/sweetmelon"
"ramen"
"fermentedmilk,processedlivefish,harddrinks"
"milk,rootvegetables,eidbleherbs"
"tea"
"koreanpork"
"banana/importedfruits"
"ramen"
"chilleddairymilks"
"eidbleherbs,sweeteners,banana/importedfruits"
"beans"
"milk,cheese/butter,eggs,kitchen/housedetergents,tomato/plum/melon"
"softdrinks"
"chilledlivestock,beans,softdrinks,strawberry/peach/,koreanpork"
"chinesecabbages"
"chilledagriculturalproducts,chilledseafood,driedfish,koreanbeef"
"softdrinks"
"harddrinks"
"beans"
"strawberry/peach/"
"chilledagriculturalproducts,softdrinks"
"wildvegetables,banana/importedfruits,laundrydetergent"
"lattuce,processeddryfoods"
"otherlivefish,livefish,fruitvegetables,rootvegetables,chinesecabbages,wildvegetables,mushrooms,eidbleherbs,otherbeverages,harddrinks,fruitvegetables,rootvegetables,mushrooms,eidbleherbs,artificialpowders,milk,fruitvegetables,othervegetables,harddrinks,harddrinks,banana/importedfruits"
"cooky/cakes,pear/kiwi/grape"
"snacks"
"beans,mushrooms"
"cooky/cakes,chinesecabbages,beans,wastepapers"
"cooky/cakes"
"snacks"
"softdrinks"
"otherlivefish"
"cheese/butter,noodles,softdrinks,bottledfoods"
"milk"
"fermentedmilk,otherlivefish,fruitvegetables,chinesecabbages,wildvegetables,mushrooms,eidbleherbs,otherbeverages,harddrinks,apple/sweetmelon"
"cooky/cakes"
"milk,otherlivefish,beans"
"otherbeverages,harddrinks"
"fermentedmilk"
"lattuce"
"banana/importedfruits"
"banana/importedfruits"
"apple/sweetmelon"
"cheese/butter"
"dryfruits"
"rootvegetables,strawberry/peach/"
"milk"
"mushrooms"
"minorcereals"
"koreanchicken"
"othervegetables"
"otherbeverages"
"fruitvegetables,rootvegetables,softdrinks,wastepapers,ketchupandmayoneise,koreanbeef"
"cooky/cakes,harddrinks"
