custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C0623,f,0.17,0.06,0.08,0.31,0.01,0.01,0.02,0.15,0,0.05,0.14,0.91,296084,42,0,0.62,0.38,0.09,0.25,0.42,0.04,0.03,0,0.17,42,1.05440383,20,14804.2,1.125307896,eggs
C0624,m,0,0,0,0,1,0,0,0,0,0,0,0.09,2980,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,2980,0,chilledagriculturalproducts
C0625,f,0.04,0.14,0,0.39,0,0,0.16,0.03,0.1,0.13,0.01,0.73,153939,14,0,0.5,0.5,0.36,0.02,0.14,0,0.37,0.11,0,14,1.273394917,9,17104.33333,0.859817604,apple/sweetmelon
C0627,f,0.76,0,0,0,0,0,0,0,0,0,0.24,0.18,3404,2,0,1,0,0.76,0,0,0,0,0,0.24,2,2.575690523,2,1702,0.746159682,eidbleherbs
C0628,m,0,0.24,0,0,0,0,0.76,0,0,0,0,0.18,4200,2,0,0,1,0,0,0,1,0,0,0,2,2.570987617,1,4200,0,koreanconfectionary
C0629,f,0.83,0,0,0,0.12,0,0,0,0,0,0.05,0.27,25100,8,0,0.95,0.05,0.71,0,0,0.24,0,0.05,0,8,2.725610918,6,4183.333333,0.461865003,fermentedmilk
C0631,f,0,0,0.37,0.42,0,0,0,0,0,0,0.21,0.27,7090,3,0,1,0,0,0,0,0,0,0,1,3,1.795182993,1,7090,0,beans
C0632,f,0,0,0,0,0.43,0,0,0,0.57,0,0,0.18,8730,2,0,1,0,0,1,0,0,0,0,0,2,2.251687893,1,8730,0,hairproducts
C0633,f,0.04,0.79,0,0.04,0,0,0,0,0,0.02,0.11,0.45,80020,6,0,1,0,0.04,0.02,0.71,0.23,0,0,0,6,2.577232693,4,20005,1.285256928,harddrinks
C0635,f,0,0.92,0.08,0,0,0,0,0,0,0,0,0.18,9350,4,0,0,1,0,0,0,0,1,0,0,4,3.031968082,3,3116.666667,0.294494654,harddrinks
C0636,f,0,0,0.2,0,0.22,0,0,0,0,0.15,0.43,0.36,6510,5,0,0.43,0.57,0,0,0.57,0.43,0,0,0,5,1.570643809,3,2170,0.46721384,bottledfoods
C0637,f,0.5,0.03,0.05,0,0.1,0,0.15,0.15,0,0.01,0,0.64,74838,13,0.25,0.23,0.52,0.12,0,0.17,0.5,0.02,0,0.19,13,1.628732443,10,7483.8,1.437148453,artificialpowders
C0638,m,0,0,0,0,0.89,0,0,0,0,0.05,0.06,0.27,27540,3,0,1,0,0,0,1,0,0,0,0,3,2.924408684,2,13770,1.101997932,mushrooms
C0639,f,0,0.65,0.13,0,0.11,0,0,0,0,0.11,0,0.36,30150,4,0,1,0,0,0.13,0,0.11,0.76,0,0,4,2.113547456,3,10050,1.104128402,chilledagriculturalproducts
C0640,f,0.03,0.03,0.02,0.2,0.01,0.07,0.49,0,0.06,0.02,0.06,0.91,181542,32,0.14,0.23,0.62,0.1,0.07,0.05,0.17,0.45,0.04,0.12,32,1.59298235,20,9077.1,1.03996338,beans
C0641,f,0.16,0,0.05,0.1,0.11,0,0.3,0.13,0,0.11,0.04,0.73,45220,17,0.13,0.49,0.39,0.19,0.13,0.01,0.21,0.36,0.04,0.06,17,0.988972516,14,3230,0.688924459,bread
C0642,f,0,0.16,0.14,0.19,0.03,0,0.04,0,0.35,0.02,0.07,0.73,102760,28,0.23,0.65,0.12,0.15,0.31,0,0.2,0.2,0.03,0.11,28,1.212216532,16,6422.5,0.824286627,otherlivefish
C0643,m,0,1,0,0,0,0,0,0,0,0,0,0.09,2090,1,0,0,1,0,0,0,0,0,1,0,1,3.31662479,1,2090,0,harddrinks
C0644,m,0,0.77,0,0,0.23,0,0,0,0,0,0,0.18,56700,3,0,1,0,0,0,0.61,0.39,0,0,0,3,2.597465456,3,18900,0.2749287,coffee
C0645,m,0,0,1,0,0,0,0,0,0,0,0,0.09,5350,1,0,0,1,0,1,0,0,0,0,0,1,3.31662479,1,5350,0,noodles
C0646,f,0.12,0.13,0.08,0.06,0.19,0.01,0.03,0.14,0.13,0.11,0,1,346578,68,0.3,0.47,0.23,0.1,0.32,0.1,0.16,0.17,0.09,0.06,68,0.654189643,42,8251.857143,0.973303333,fermentedmilk
C0647,f,0.38,0,0,0.3,0,0,0,0,0,0.32,0,0.27,23310,7,0,0.57,0.43,0,0,0.06,0.37,0.57,0,0,7,1.724427192,4,5827.5,0.908442486,fermentedmilk
C0648,f,0.12,0,0.08,0.18,0.09,0,0.12,0.05,0.03,0.29,0.04,0.91,586926,96,0.34,0.62,0.05,0,0,0.03,0,0.02,0.93,0.02,96,0.947215144,22,26678.45455,0.743777613,cereals
C0649,f,0.2,0.1,0.06,0.07,0.15,0,0.05,0.01,0.04,0.21,0.11,0.91,167797,59,0,0.35,0.65,0.01,0.14,0.06,0.25,0.13,0.25,0.18,59,0.769180131,35,4794.2,0.902005554,fermentedmilk
C0650,f,0.06,0.02,0.06,0.29,0.25,0,0,0.02,0.11,0.16,0.02,0.82,62030,15,0.02,0.39,0.59,0.22,0.07,0.11,0.16,0,0.33,0.11,15,1.122014586,14,4430.714286,0.952415816,banana/importedfruits
C0651,f,0.21,0,0.07,0.22,0.03,0.04,0.04,0.03,0.03,0.24,0.1,0.91,190857,54,0.09,0.37,0.54,0.02,0.09,0.23,0.02,0.19,0.1,0.34,54,0.982291238,29,6581.275862,0.798836733,icecream
C0652,f,0,0,0,0,0.32,0,0,0.68,0,0,0,0.18,61540,3,0,1,0,0.84,0,0,0,0,0,0.16,3,2.388809659,3,20513.33333,0.892343789,cookingoil
C0654,f,0.09,0.01,0.22,0.02,0.28,0,0.09,0.12,0.06,0.05,0.06,0.91,113647,28,0.38,0.38,0.24,0.25,0.08,0.08,0.06,0.15,0.04,0.34,28,0.955574588,19,5981.421053,0.804984606,mushrooms
C0655,f,0.04,0.06,0.02,0.01,0.06,0,0.09,0.05,0.02,0.6,0.04,0.91,187826,21,0.06,0.1,0.84,0.03,0.08,0.67,0.14,0,0,0.09,21,1.89082181,11,17075.09091,1.332872642,chilledseafood
C0657,f,0.17,0.48,0.23,0,0,0,0.11,0,0,0.01,0,0.45,70507,21,0.14,0.16,0.7,0.15,0.31,0.24,0.09,0,0.1,0.11,21,1.690125787,15,4700.466667,0.459248,harddrinks
C0659,f,0,0.46,0,0,0,0,0,0,0,0.54,0,0.18,5600,2,0,1,0,0,0,0,1,0,0,0,2,2.231785686,1,5600,0,candy-gum
C0660,m,1,0,0,0,0,0,0,0,0,0,0,0.09,3990,1,1,0,0,0,0,0,1,0,0,0,1,3.31662479,1,3990,0,chinesecabbages
C0661,m,1,0,0,0,0,0,0,0,0,0,0,0.09,10160,3,0,1,0,0,0,0.29,0,0,0.71,0,3,3.31662479,2,5080,0.606886922,fermentedmilk
C0662,f,0.48,0.28,0.1,0,0,0,0,0,0,0.14,0,0.36,10110,5,0,0.72,0.28,0,0,0,0.28,0.72,0,0,5,1.734586281,3,3370,0.673394395,chilleddairymilks
C0663,f,0.14,0.08,0.17,0.08,0.01,0,0.24,0.17,0.06,0.01,0.04,0.91,135262,30,0,1,0,0.05,0.38,0.1,0.26,0,0.04,0.16,30,0.872488194,16,8453.875,0.666348108,cheese/butter
C0664,f,0.03,0.01,0.28,0.1,0.13,0,0.23,0.02,0.16,0,0.04,0.82,180822,43,0.06,0.63,0.31,0.06,0.55,0.2,0.03,0.08,0.08,0,43,1.086697993,13,13909.38462,0.875542854,pre-processedmeals
C0666,f,0.28,0,0,0.05,0,0,0,0,0.34,0,0.34,0.36,9790,5,1,0,0,0,1,0,0,0,0,0,5,1.61035188,2,4895,0.261463386,beans
C0670,f,0,0,0,0.36,0,0,0.49,0.16,0,0,0,0.27,11220,3,0.64,0.36,0,0,0.49,0.36,0,0,0,0.16,3,1.900256969,3,3740,0.502012023,banana/importedfruits
C0671,f,0.02,0,0.1,0.03,0.17,0,0.51,0,0,0.08,0.1,0.64,61930,9,0.3,0.6,0.1,0,0.1,0.39,0,0.13,0.38,0,9,1.631554697,4,15482.5,0.632931435,chilledagriculturalproducts
C0672,m,0,0,0,0,0,0,0,0,0,1,0,0.09,33120,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,33120,0,cooky/cakes
C0673,f,0.12,0,0,0.13,0.53,0,0.05,0.14,0,0,0.04,0.55,68030,8,0,1,0,0,0.53,0,0,0.43,0.05,0,8,1.704821529,6,11338.33333,0.646956738,laundrydetergent
C0674,f,0.28,0.02,0.16,0,0.03,0.12,0.06,0.02,0.15,0.16,0,0.82,113760,29,0,0.63,0.37,0.08,0.18,0.05,0.22,0.03,0.25,0.2,29,0.993920049,21,5417.142857,0.727188104,milk
C0675,f,0.06,0,0.11,0.17,0.14,0,0.05,0.08,0.01,0.32,0.06,0.82,269287,48,0.08,0.87,0.06,0.07,0.09,0.28,0.42,0,0,0.13,48,1.023418823,23,11708.13043,1.045852638,bakery
C0676,m,0,0,0,0,1,0,0,0,0,0,0,0.09,5600,1,1,0,0,0,0,0,0,1,0,0,1,3.31662479,1,5600,0,laundrydetergent
C0679,f,0.1,0.08,0.11,0.27,0.06,0,0.04,0,0.17,0.08,0.09,0.82,118590,33,0.2,0.49,0.31,0.3,0.17,0.26,0.01,0.06,0.2,0,33,0.854647196,18,6588.333333,0.623642445,banana/importedfruits
C0680,f,0.03,0,0.18,0,0,0,0.65,0,0.03,0.06,0.04,0.55,132158,13,0.63,0.36,0.01,0.08,0.03,0.1,0.03,0.16,0.6,0,13,2.13247327,8,16519.75,1.593302912,koreanpork
C0681,f,0.09,0.05,0,0.02,0.23,0,0,0,0,0.61,0,0.45,94370,13,0,1,0,0.42,0.06,0,0.03,0.06,0,0.43,13,2.049279652,8,11796.25,1.045224293,kitchen/housedetergents
C0682,m,0,0,0,0.45,0,0,0,0,0,0,0.55,0.18,18313,2,0,0,1,0,0,0,0,0,1,0,2,2.235909802,1,18313,0,apple/sweetmelon
C0683,m,0,0,0,0,0,0,0,0,0,1,0,0.09,9990,1,1,0,0,1,0,0,0,0,0,0,1,3.31662479,1,9990,0,minorcereals
C0684,f,0.11,0,0.38,0.28,0,0,0,0,0,0.23,0,0.36,8780,5,0.66,0,0.34,0,0,0,0,0.34,0.66,0,5,1.537594617,2,4390,0.447780604,otherreadymadefoods
C0685,f,0.08,0,0.21,0.17,0.03,0,0.09,0.08,0.09,0.13,0.13,0.82,142037,25,0.79,0.21,0,0.29,0.14,0.1,0.17,0,0,0.3,25,0.717876526,12,11836.41667,0.738792776,instantfoods
C0686,m,0,0,0,0,0,0,0,0,0,1,0,0.09,9900,1,1,0,0,0,0,0,1,0,0,0,1,3.31662479,1,9900,0,ready-madesnacks
C0687,m,0,0,0,1,0,0,0,0,0,0,0,0.09,1990,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,1990,0,fruitvegetables
C0689,f,0.14,0.05,0.06,0.12,0.04,0,0.17,0.05,0.08,0.1,0.19,0.91,734114,133,0.07,0.44,0.5,0.14,0.33,0.05,0.13,0.16,0.04,0.16,133,0.63664774,69,10639.33333,1.114133464,milk
C0691,f,0.01,0.02,0.27,0,0.22,0,0.07,0.1,0,0.19,0.12,0.73,51004,18,0.32,0.3,0.38,0.1,0,0.29,0.11,0.22,0.1,0.18,18,1.060864004,12,4250.333333,0.582369055,snacks
C0692,m,0,0,0,0,1,0,0,0,0,0,0,0.09,3950,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,3950,0,dentalproducts
C0693,m,0,1,0,0,0,0,0,0,0,0,0,0.09,3120,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,3120,0,harddrinks
C0695,m,0,0,0.15,0,0,0,0,0,0,0,0.85,0.18,6850,2,0,0,1,0,0,1,0,0,0,0,2,2.825402154,1,6850,0,instantfoods
C0696,m,0,0,1,0,0,0,0,0,0,0,0,0.09,3190,1,0,0,1,0,1,0,0,0,0,0,1,3.31662479,1,3190,0,ramen
C0697,m,0,0,0,0,0.83,0,0,0.17,0,0,0,0.18,12500,3,0,1,0,0,0,0,0,0,1,0,3,2.748369116,1,12500,0,cookingoil
C0698,f,0.21,0.03,0.02,0.25,0.04,0,0.2,0,0.09,0.11,0.04,0.91,396650,73,0.34,0.6,0.06,0.12,0.19,0.08,0.21,0.21,0.17,0.03,73,0.992132829,37,10720.27027,0.822879209,milk
C0699,m,0,0,0,0.18,0.55,0,0,0,0.27,0,0,0.27,22070,3,0,0.18,0.82,0,0,0.27,0,0,0,0.73,3,1.954711712,3,7356.666667,0.574531102,chilledagriculturalproducts
C0701,f,0.33,0,0,0,0,0,0,0.16,0.33,0,0.18,0.36,12370,4,0,1,0,0,0,0,0,0.49,0,0.51,4,1.497158919,2,6185,0.021721954,beans
C0702,m,0,0,0,0,1,0,0,0,0,0,0,0.09,2990,1,0,0,1,0,0,0,0,0,1,0,1,3.31662479,1,2990,0,kitchen/housedetergents
C0703,f,0.09,0,0.24,0.45,0,0,0.03,0,0.12,0.07,0,0.55,34317,8,0,0,1,0.52,0.48,0,0,0,0,0,8,1.545416807,4,8579.25,0.675678776,ramen
C0704,m,0,0,0,0.5,0,0,0,0,0,0,0.5,0.18,2000,2,0,0,1,0,0,0,1,0,0,0,2,2.224859546,1,2000,0,beans
C0706,m,0,1,0,0,0,0,0,0,0,0,0,0.09,8950,3,0,1,0,0,0,0,0,0,0,1,3,3.31662479,3,2983.333333,0.611291645,harddrinks
C0710,f,0.06,0.06,0.03,0.05,0.16,0,0,0.21,0.17,0.06,0.2,0.82,172900,25,0.49,0.35,0.16,0.16,0.6,0.03,0.01,0,0.2,0,25,0.860171966,10,17290,0.686312637,beans
C0711,f,0.1,0.04,0.14,0.23,0,0,0,0.11,0.21,0.06,0.11,0.73,48310,14,0.26,0.74,0,0.11,0,0.03,0.3,0.35,0.2,0,14,0.872637695,8,6038.75,0.514728718,snacks
C0712,f,0,0,0,0.6,0,0,0,0,0,0,0.4,0.18,6550,2,0,0,1,0,0,0,0,0,0,1,2,2.273838104,1,6550,0,lattuce
C0713,m,0,0,0,0,0,0,0,0,0,0,1,0.09,1490,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,1490,0,eidbleherbs
C0714,m,0,0,1,0,0,0,0,0,0,0,0,0.09,5000,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,5000,0,processeddryfoods
C0716,f,0.14,0.09,0.03,0.01,0.09,0.13,0.24,0.01,0.04,0.05,0.17,1,175145,41,0.18,0.56,0.26,0.13,0.26,0.07,0.13,0.19,0.16,0.06,41,0.811072554,18,9730.277778,0.78899134,chilledseafood
C0718,f,0.16,0.02,0,0,0.14,0,0.06,0.3,0,0.27,0.05,0.64,47250,18,0.34,0.19,0.47,0.18,0,0.08,0.14,0.12,0,0.47,18,1.234842618,12,3937.5,1.001731953,cooky/cakes
C0719,f,0,0.18,0,0.64,0,0,0,0,0,0,0.18,0.27,29720,4,0.57,0.43,0,0,0.57,0,0.43,0,0,0,4,2.142837577,2,14860,0.186531533,apple/sweetmelon
C0720,f,0,0.18,0,0,0,0,0.36,0,0.26,0,0.2,0.36,27410,7,0.31,0.69,0,0,0,0.73,0,0.13,0.07,0.08,7,1.465924608,5,5482,1.36492051,beans
C0721,f,0,0.73,0,0,0,0,0,0,0,0.27,0,0.18,45150,4,0,1,0,0,0,0,0,1,0,0,4,2.505509872,1,45150,0,bakery
C0722,f,0.02,0,0.15,0.03,0,0,0.12,0.11,0.1,0.36,0.1,0.73,57290,20,0,0.78,0.22,0.29,0.23,0.06,0.06,0.24,0,0.11,20,1.145819396,13,4406.923077,0.511305547,cooky/cakes
C0723,f,0.24,0,0,0,0.16,0,0,0.17,0,0,0.42,0.36,20784,5,0,0.76,0.24,0.16,0,0,0,0,0,0.84,5,1.565410156,4,5196,0.48127881,beans
C0725,f,0,0.77,0,0.13,0,0,0,0,0,0.1,0,0.27,30620,5,0,0.44,0.56,0.12,0,0.18,0,0.56,0.13,0,5,2.536349669,5,6124,1.050771177,softdrinks
C0726,f,0.15,0.04,0.14,0.45,0.04,0,0,0.01,0.07,0.08,0.03,0.82,180727,43,0.12,0.36,0.52,0.22,0.09,0.04,0.1,0.4,0.03,0.13,43,1.421615426,30,6024.233333,0.931998513,fruitvegetables
C0727,f,0.1,0.19,0.33,0.14,0,0.01,0.06,0,0.03,0.11,0.03,0.82,109250,29,0,0.43,0.57,0.24,0.5,0,0.17,0.06,0.03,0,29,1.103842469,12,9104.166667,0.58500073,bottledfoods
C0728,f,0.09,0.05,0.06,0.09,0.22,0,0.11,0.04,0.13,0.01,0.21,0.91,216655,62,0,0,1,0.19,0.03,0.22,0.17,0.09,0,0.3,62,0.793402841,33,6565.30303,0.623921751,beans
C0729,f,0.21,0.79,0,0,0,0,0,0,0,0,0,0.18,5460,2,0,0.79,0.21,0,0,0.21,0.79,0,0,0,2,2.631636412,2,2730,0.808122036,icecream
C0730,m,0,0,0,0,0,0,0,1,0,0,0,0.09,3150,1,1,0,0,0,0,0,0,0,0,1,1,3.31662479,1,3150,0,artificialpowders
C0731,m,0,0,0,0,1,0,0,0,0,0,0,0.09,4990,1,1,0,0,0,1,0,0,0,0,0,1,3.31662479,1,4990,0,wastepapers
C0732,m,1,0,0,0,0,0,0,0,0,0,0,0.09,400,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,400,0,icecream
C0733,f,0,0.17,0,0,0.03,0,0,0.27,0.14,0.39,0,0.45,34880,7,0,0.65,0.35,0.61,0,0,0.39,0,0,0,7,1.482737626,3,11626.66667,0.185437721,harddrinks
C0734,f,0,0,0.17,0.05,0.1,0,0,0,0.65,0,0.04,0.45,60275,6,0,1,0,0,0.09,0,0.1,0.16,0,0.65,6,2.107409032,4,15068.75,1.067054205,otherlivefish
C0735,f,0.24,0.14,0,0.37,0,0,0,0,0,0.25,0,0.36,34380,10,0.42,0.37,0.21,0,0.07,0.8,0,0.09,0,0.03,10,1.506917194,6,5730,0.864112295,softdrinks
C0736,f,0.06,0,0,0.04,0.66,0,0.11,0,0,0,0.13,0.45,33630,6,0,1,0,0,0,0,0.06,0.66,0,0.28,6,2.151439122,3,11210,0.917334652,chilledlivestock
C0737,m,0.07,0.66,0.12,0,0.16,0,0,0,0,0,0,0.36,51530,10,0,0,1,0.31,0.25,0.04,0.26,0.14,0,0,10,2.168315372,7,7361.428571,0.725019905,harddrinks
C0738,f,0.61,0,0.25,0,0,0,0,0,0,0.14,0,0.27,25470,16,0,0.33,0.67,0.24,0.05,0.35,0.08,0.07,0.04,0.18,16,2.091097543,15,1698,0.656467921,fermentedmilk
C0739,f,0.06,0.21,0.05,0,0.41,0,0.02,0,0,0.25,0,0.55,45660,11,0.41,0.4,0.19,0.02,0.26,0.19,0,0.02,0.43,0.08,11,1.523505551,10,4566,0.863324639,cooky/cakes
C0740,f,0.07,0,0.14,0.32,0.13,0,0,0,0.08,0.09,0.16,0.64,72680,19,0,0.65,0.35,0,0.12,0,0,0.18,0.7,0,19,1.079270163,7,10382.85714,0.833023236,beans
C0741,f,0.08,0.16,0.1,0.05,0.07,0,0.17,0.02,0.05,0.05,0.24,0.91,141850,45,0.06,0.46,0.48,0.14,0.11,0.02,0.17,0.22,0,0.33,45,0.802367445,23,6167.391304,1.089900904,beans
C0742,f,0.17,0.04,0.11,0.26,0.11,0,0,0.02,0.11,0.08,0.09,0.82,128080,48,0,0,1,0.13,0.15,0.09,0.04,0.13,0.23,0.22,48,0.855370043,31,4131.612903,0.773365173,fermentedmilk
C0743,f,0.1,0.07,0.12,0.3,0.1,0,0,0.07,0.04,0.14,0.05,0.82,75784,16,0,0.39,0.61,0,0.27,0.27,0,0.27,0,0.19,16,0.894084994,7,10826.28571,0.486168734,apple/sweetmelon
C0744,f,0.08,0.77,0,0,0,0,0,0.13,0,0.02,0,0.36,51980,6,0,0.97,0.03,0.19,0,0.02,0.77,0,0.03,0,6,2.518474599,4,12995,1.422038987,chilleddairymilks
C0745,f,0,0.54,0.31,0,0,0,0,0,0,0,0.15,0.27,11230,3,1,0,0,0,0,0,0,1,0,0,3,1.968367812,1,11230,0,coffee
C0747,f,0.15,0,0,0.45,0,0,0.15,0,0.06,0.15,0.03,0.55,32960,6,0.03,0.52,0.45,0.3,0,0.06,0,0.63,0,0,6,1.504932993,4,8240,0.734239014,beans
C0748,m,0,0,0,0,0,0,1,0,0,0,0,0.09,21536,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,21536,0,koreanpork
C0749,f,0,0.55,0.23,0,0,0,0.22,0,0,0,0,0.27,18140,4,0.72,0.28,0,0.28,0,0,0.22,0,0.5,0,4,1.948293359,3,6046.666667,0.452249057,harddrinks
C0750,f,0,0.03,0,0,0.48,0,0,0,0.26,0.23,0,0.36,41620,10,0,0.9,0.1,0,0,0,0,0.1,0.9,0,10,1.784378339,6,6936.666667,1.157729329,otherbeverages
C0751,f,0.05,0,0.01,0.14,0,0,0.15,0,0.04,0.49,0.12,0.64,98370,20,0.1,0.09,0.81,0,0.04,0.13,0.69,0.01,0.1,0.03,20,1.587464046,12,8197.5,1.725459178,fruitvegetables
C0753,f,0,0,0.48,0,0,0,0,0,0.46,0,0.06,0.27,12970,3,0,1,0,1,0,0,0,0,0,0,3,2.071122738,2,6485,1.244115401,bottledfoods
C0754,m,0.31,0,0,0.69,0,0,0,0,0,0,0,0.18,10070,2,0,1,0,0,0,0,0,0,1,0,2,2.421180649,1,10070,0,fermentedmilk
C0755,m,0,0,0.49,0,0,0,0,0,0,0,0.51,0.18,7870,2,0,1,0,0.49,0,0.51,0,0,0,0,2,2.22503735,2,3935,0.016172709,beans
C0756,m,0,0,0,0,1,0,0,0,0,0,0,0.09,13490,2,0,0.44,0.56,0,0.56,0,0,0,0.44,0,2,3.31662479,2,6745,0.158299665,babyproducts
C0757,f,0.05,0.34,0.03,0.3,0.14,0,0.05,0.04,0,0.03,0.01,0.82,216706,29,0,0.55,0.45,0.26,0.29,0.04,0.09,0.04,0.08,0.2,29,1.319455964,19,11405.57895,0.645318244,softdrinks
C0759,f,0.03,0.07,0.07,0.08,0.04,0,0.47,0,0.12,0.02,0.11,0.82,307688,49,0,0.99,0.01,0.15,0.27,0.1,0.2,0.14,0.02,0.11,49,1.450737809,31,9925.419355,0.933453201,koreanpork
C0760,f,0,0.05,0.11,0,0,0,0.51,0,0.18,0,0.15,0.45,19490,5,0.31,0.69,0,0,0,0.31,0,0,0,0.69,5,1.692417309,4,4872.5,0.769767503,beans
C0761,f,0,0.27,0.04,0,0,0,0.12,0.02,0.4,0.05,0.1,0.64,164600,25,0.03,0.7,0.28,0.29,0.11,0.14,0.12,0.3,0.05,0,25,1.447848624,15,10973.33333,1.094400046,harddrinks
C0762,f,0.18,0.04,0.05,0.23,0.1,0,0,0.13,0.22,0,0.06,0.73,163174,33,0.75,0.2,0.05,0.22,0.26,0.02,0.21,0.02,0.12,0.14,33,0.946318658,25,6526.96,0.774223185,chilledseafood
C0763,f,0.05,0.05,0,0.14,0.61,0,0,0,0,0.07,0.09,0.55,21550,8,0.29,0.71,0,0,0.49,0.05,0.46,0,0,0,8,1.961171155,5,4310,0.881916256,eidbleherbs
C0765,m,0,0,0,0.35,0,0,0,0.65,0,0,0,0.18,45650,3,0.35,0,0.65,0,0,0,0,0.65,0.35,0,3,2.346677449,2,22825,0.429065889,apple/sweetmelon
C0766,f,0.18,0.08,0.11,0.1,0.08,0,0.1,0.03,0.01,0.28,0.02,0.91,373413,78,0.4,0.6,0,0.14,0.21,0.36,0.03,0.2,0,0.07,78,0.90372126,28,13336.17857,0.918308147,cooky/cakes
C0767,m,0,0,0,0,0,0,0,0,0,1,0,0.09,20000,1,1,0,0,0,1,0,0,0,0,0,1,3.31662479,1,20000,0,bakery
C0768,m,0,1,0,0,0,0,0,0,0,0,0,0.09,4620,2,1,0,0,0,0,0,0,0,1,0,2,3.31662479,1,4620,0,harddrinks
C0769,m,0.09,0,0,0.31,0,0,0.39,0,0,0.22,0,0.36,24114,7,0,0.19,0.81,0.1,0.1,0.09,0.29,0,0.21,0.21,7,1.58896737,7,3444.857143,0.533602235,bakery
C0770,f,0.23,0.04,0.16,0.04,0.17,0,0.2,0.04,0.04,0.03,0.06,0.91,156280,42,0.05,0.95,0,0.25,0.14,0.16,0.05,0,0,0.41,42,0.902299134,30,5209.333333,0.879651245,beans
C0773,f,0.12,0,0.17,0,0.37,0,0,0.22,0,0.03,0.1,0.55,25620,6,0,1,0,0,0,0,1,0,0,0,6,1.328903199,1,25620,0,beans
C0774,f,0,0,0.1,0.05,0.36,0,0,0.36,0,0,0.11,0.45,27461,11,0.36,0.64,0,0,0.11,0,0.67,0,0.22,0,11,1.556394074,3,9153.666667,0.88951305,instantfoods
C0775,f,0,0,0,0.48,0.52,0,0,0,0,0,0,0.18,8370,2,0,1,0,0,0.48,0,0,0.52,0,0,2,2.227809487,2,4185,0.065895256,dryfruits
C0776,f,0.03,0.35,0.11,0,0,0.39,0,0,0,0,0.11,0.45,17770,7,0,0.11,0.89,0,0,0.63,0.11,0.03,0,0.22,7,1.609069258,4,4442.5,1.069721371,bottledfoods
C0777,m,0.46,0.54,0,0,0,0,0,0,0,0,0,0.18,8020,2,0,0,1,0,1,0,0,0,0,0,2,2.234048498,1,8020,0,fermentedmilk
C0778,f,0.12,0.06,0.44,0,0,0,0.23,0,0,0.08,0.06,0.55,31940,9,0,0.88,0.12,0,0,0.41,0,0,0,0.59,9,1.507504999,3,10646.66667,0.549635776,bottledfoods
C0779,m,0,1,0,0,0,0,0,0,0,0,0,0.09,15550,3,0,1,0,0,0,0,0,0,1,0,3,3.31662479,1,15550,0,harddrinks
C0780,f,0,0,0,0.49,0,0,0.31,0,0,0.21,0,0.27,21097,5,0,0.51,0.49,0,0.17,0,0.32,0,0,0.51,5,1.849777113,4,5274.25,0.408768661,banana/importedfruits
C0781,f,0.14,0,0.14,0.07,0.03,0,0,0,0.2,0.42,0,0.55,29490,12,0.17,0.28,0.54,0,0.32,0,0,0.46,0.22,0,12,1.425642889,7,4212.857143,0.607545714,cooky/cakes
C0782,f,0,0.06,0.39,0.21,0.16,0,0,0,0,0.07,0.1,0.55,38130,7,0,0.5,0.5,0.28,0.5,0,0,0.22,0,0,7,1.357220442,3,12710,0.43736379,banana/importedfruits
C0784,f,0.26,0,0,0.31,0,0,0,0.34,0,0,0.08,0.36,19060,4,0,1,0,1,0,0,0,0,0,0,4,1.552912281,1,19060,0,apple/sweetmelon
C0785,f,0,0,0,0,0,0,0,0.43,0,0.57,0,0.18,3490,2,0,0.57,0.43,0,0,0,0,0,0.43,0.57,2,2.251501835,2,1745,0.198557205,seasonings
C0786,f,0.79,0,0,0,0,0,0,0,0.21,0,0,0.18,9620,3,0,0.31,0.69,0.69,0,0,0,0.31,0,0,3,2.651324502,2,4810,0.546868446,cheese/butter
C0787,f,0.07,0,0.09,0.14,0,0,0.48,0,0.06,0.05,0.11,0.64,64199,14,0.05,0.88,0.08,0.02,0.51,0.13,0,0.35,0,0,14,1.526396881,7,9171.285714,1.09574129,cooky/cakes
C0788,f,0.33,0,0.11,0.07,0,0,0.4,0,0,0.01,0.08,0.55,111785,24,0.58,0.29,0.13,0.05,0.15,0.24,0.33,0,0,0.24,24,1.556931465,12,9315.416667,0.610381046,fermentedmilk
