ymd,time,custid,prod,amt
2012-04-01,10:00,C2048,softdrinks,700
2012-04-01,10:00,C2069,fermentedmilk,2990
2012-04-01,10:00,C2069,chilledlivestock,5980
2012-04-01,10:00,C2069,cooky/cakes,3200
2012-04-01,10:00,C2069,mushrooms,1000
2012-04-01,10:00,C0211,bread,5200
2012-04-01,10:00,C0859,laundrydetergent,2000
2012-04-01,11:00,C0819,beans,1950
2012-04-01,11:00,C0819,mushrooms,1000
2012-04-01,11:00,C1321,otherreadymadefoods,2000
2012-04-01,12:00,C1868,chilledagriculturalproducts,2750
2012-04-01,12:00,C1868,eidbleherbs,1000
2012-04-01,12:00,C1681,bottledfoods,2990
2012-04-01,12:00,C1681,koreanpork,9882
2012-04-01,13:00,C1857,milk,6980
2012-04-01,13:00,C1857,chilledseafood,1450
2012-04-01,13:00,C1857,cereals,3600
2012-04-01,13:00,C1857,mushrooms,1000
2012-04-01,13:00,C1857,apple/sweetmelon,8900
2012-04-01,13:00,C0912,othervegetables,8978
2012-04-01,13:00,C2447,fermentedmilk,280
2012-04-01,13:00,C2447,processedlivefish,4500
2012-04-01,13:00,C2447,harddrinks,2200
2012-04-01,13:00,C0890,candy-gum,1650
2012-04-01,13:00,C0890,cooky/cakes,1600
2012-04-01,13:00,C0441,fruitvegetables,1500
2012-04-01,13:00,C0441,rootvegetables,2798
2012-04-01,13:00,C0441,beans,1280
2012-04-01,13:00,C0441,mushrooms,990
2012-04-01,13:00,C0441,eidbleherbs,1000
2012-04-01,13:00,C0441,artificialpowders,1500
2012-04-01,13:00,C0441,banana/importedfruits,2490
2012-04-01,13:00,C2027,ramen,2000
2012-04-01,14:00,C2329,banana/importedfruits,3394
2012-04-01,14:00,C1771,koreanpork,10486
2012-04-01,14:00,C1496,milk,3890
2012-04-01,14:00,C1496,rootvegetables,2990
2012-04-01,14:00,C1496,eidbleherbs,1000
2012-04-01,14:00,C1567,tea,4200
2012-04-01,15:00,C0770,ramen,3190
2012-04-01,15:00,C0845,chilleddairymilks,2800
2012-04-01,15:00,C1540,eidbleherbs,1000
2012-04-01,15:00,C1540,sweeteners,6270
2012-04-01,15:00,C1540,banana/importedfruits,3990
2012-04-01,15:00,C2314,beans,1000
2012-04-01,16:00,C1784,harddrinks,62400
2012-04-01,16:00,C1872,beans,1000
2012-04-01,16:00,C1586,chilledagriculturalproducts,990
2012-04-01,16:00,C1586,chilledseafood,6180
2012-04-01,16:00,C1586,driedfish,1650
2012-04-01,16:00,C1586,koreanbeef,8004
2012-04-01,16:00,C1097,chinesecabbages,1290
2012-04-01,16:00,C0803,softdrinks,2500
2012-04-01,16:00,C1595,softdrinks,5640
2012-04-01,16:00,C0859,chilledlivestock,5980
2012-04-01,16:00,C0859,beans,1000
2012-04-01,16:00,C0859,softdrinks,3500
2012-04-01,16:00,C0859,strawberry/peach/,8990
2012-04-01,16:00,C0859,koreanpork,5821
2012-04-01,16:00,C0345,milk,3060
2012-04-01,16:00,C0345,cheese/butter,10460
2012-04-01,16:00,C0345,eggs,4990
2012-04-01,16:00,C0345,kitchen/housedetergents,4990
2012-04-01,16:00,C0345,tomato/plum/melon,9860
2012-04-01,17:00,C1806,cooky/cakes,9980
2012-04-01,17:00,C1806,pear/kiwi/grape,4000
2012-04-01,17:00,C2212,beans,1000
2012-04-01,17:00,C2212,mushrooms,4000
2012-04-01,17:00,C2115,snacks,1300
2012-04-01,17:00,C1413,lattuce,1590
2012-04-01,17:00,C1413,processeddryfoods,2990
2012-04-01,17:00,C0426,strawberry/peach/,3000
2012-04-01,17:00,C1745,otherlivefish,17600
2012-04-01,17:00,C1745,livefish,8000
2012-04-01,17:00,C1745,fruitvegetables,2350
2012-04-01,17:00,C1745,rootvegetables,2990
2012-04-01,17:00,C1745,chinesecabbages,1000
2012-04-01,17:00,C1745,wildvegetables,1990
2012-04-01,17:00,C1745,mushrooms,3500
2012-04-01,17:00,C1745,eidbleherbs,5066
2012-04-01,17:00,C1745,otherbeverages,40
2012-04-01,17:00,C1745,harddrinks,3110
2012-04-01,17:00,C1745,fruitvegetables,2000
2012-04-01,17:00,C1745,rootvegetables,825
2012-04-01,17:00,C1745,mushrooms,1500
2012-04-01,17:00,C1745,eidbleherbs,1000
2012-04-01,17:00,C1745,artificialpowders,1650
2012-04-01,17:00,C1745,milk,4580
2012-04-01,17:00,C1745,fruitvegetables,850
2012-04-01,17:00,C1745,othervegetables,6885
2012-04-01,17:00,C1745,harddrinks,1030
2012-04-01,17:00,C1745,harddrinks,2760
2012-04-01,17:00,C1745,banana/importedfruits,3560
2012-04-01,17:00,C1125,wildvegetables,2790
2012-04-01,17:00,C1125,banana/importedfruits,2990
2012-04-01,17:00,C1125,laundrydetergent,9900
2012-04-01,17:00,C2281,cooky/cakes,2000
2012-04-01,17:00,C2281,chinesecabbages,2000
2012-04-01,17:00,C2281,beans,1950
2012-04-01,17:00,C2281,wastepapers,10000
2012-04-01,17:00,C0573,chilledagriculturalproducts,2950
2012-04-01,17:00,C0573,softdrinks,1100
2012-04-01,18:00,C0363,cooky/cakes,9480
2012-04-01,18:00,C1679,milk,3780
2012-04-01,18:00,C2415,lattuce,1490
2012-04-01,18:00,C2152,fermentedmilk,2990
2012-04-01,18:00,C1745,fermentedmilk,1150
2012-04-01,18:00,C1745,otherlivefish,17600
2012-04-01,18:00,C1745,fruitvegetables,1500
2012-04-01,18:00,C1745,chinesecabbages,1000
2012-04-01,18:00,C1745,wildvegetables,1990
2012-04-01,18:00,C1745,mushrooms,2000
2012-04-01,18:00,C1745,eidbleherbs,2000
2012-04-01,18:00,C1745,otherbeverages,80
2012-04-01,18:00,C1745,harddrinks,3110
2012-04-01,18:00,C1745,apple/sweetmelon,8900
2012-04-01,18:00,C1847,milk,4380
2012-04-01,18:00,C1847,otherlivefish,10000
2012-04-01,18:00,C1847,beans,2390
2012-04-01,18:00,C1842,cooky/cakes,1600
2012-04-01,18:00,C0430,snacks,2680
2012-04-01,18:00,C1064,otherlivefish,1500
2012-04-01,18:00,C1189,cheese/butter,7800
2012-04-01,18:00,C1189,noodles,4400
2012-04-01,18:00,C1189,softdrinks,4760
2012-04-01,18:00,C1189,bottledfoods,4100
2012-04-01,18:00,C0642,softdrinks,2770
2012-04-01,18:00,C2070,otherbeverages,160
2012-04-01,18:00,C2070,harddrinks,4980
2012-04-01,19:00,C1607,milk,1290
2012-04-01,19:00,C0553,apple/sweetmelon,7990
2012-04-01,19:00,C1467,rootvegetables,903
2012-04-01,19:00,C1467,strawberry/peach/,9900
2012-04-01,19:00,C0431,banana/importedfruits,3150
2012-04-01,19:00,C2448,koreanchicken,5500
2012-04-01,19:00,C0557,cheese/butter,4980
2012-04-01,19:00,C1411,dryfruits,10000
2012-04-01,19:00,C0283,banana/importedfruits,3380
2012-04-01,19:00,C2172,mushrooms,990
2012-04-01,19:00,C2399,minorcereals,28900
2012-04-01,20:00,C0016,othervegetables,3433
2012-04-01,20:00,C0613,otherbeverages,40
2012-04-01,21:00,C0157,fruitvegetables,1000
2012-04-01,21:00,C0157,rootvegetables,3490
2012-04-01,21:00,C0157,softdrinks,1300
2012-04-01,21:00,C0157,wastepapers,3990
2012-04-01,21:00,C0157,ketchupandmayoneise,7250
2012-04-01,21:00,C0157,koreanbeef,26344
2012-04-01,21:00,C1830,milk,1700
2012-04-01,21:00,C0792,chilledagriculturalproducts,1790
2012-04-01,21:00,C0792,ramen,760
2012-04-01,21:00,C0792,instantfoods,1250
2012-04-01,21:00,C0792,laundrydetergent,3990
2012-04-01,21:00,C0792,dryfruits,7990
2012-04-01,21:00,C2104,ramen,770
2012-04-01,21:00,C0326,cooky/cakes,2990
2012-04-01,21:00,C0326,harddrinks,2500
2012-04-01,22:00,C0955,beans,1490
2012-04-01,22:00,C0947,milk,4950
2012-04-01,22:00,C0947,wastepapers,5000
2012-04-01,22:00,C0558,bread,2200
2012-04-01,22:00,C0558,cooky/cakes,2000
2012-04-01,22:00,C0558,ketchupandmayoneise,3490
2012-04-01,22:00,C1927,chilleddairymilks,1080
2012-04-02,10:00,C1120,bakery,1990
2012-04-02,10:00,C2220,minorcereals,12800
2012-04-02,11:00,C0331,milk,3010
2012-04-02,11:00,C0331,cheese/butter,9140
2012-04-02,11:00,C0331,candy-gum,3000
2012-04-02,11:00,C0331,eidbleherbs,1590
2012-04-02,11:00,C0468,banana/importedfruits,4990
2012-04-02,11:00,C0041,otherreadymadefoods,2300
2012-04-02,11:00,C0041,othervegetables,1490
2012-04-02,12:00,C0133,bakery,2500
2012-04-02,12:00,C0133,candy-gum,2980
2012-04-02,12:00,C1976,banana/importedfruits,4831
2012-04-02,12:00,C2007,fruitvegetables,2290
2012-04-02,12:00,C0919,cooky/cakes,1440
2012-04-02,12:00,C0919,koreanbeef,8060
2012-04-02,12:00,C2037,strawberry/peach/,5990
2012-04-02,12:00,C2037,tomato/plum/melon,5990
2012-04-02,12:00,C0495,snacks,2500
2012-04-02,12:00,C0495,softdrinks,430
2012-04-02,12:00,C1865,milk,400
2012-04-02,12:00,C0409,mushrooms,3990
2012-04-02,13:00,C2427,beans,3480
2012-04-02,13:00,C0542,harddrinks,5160
2012-04-02,13:00,C0542,hairproducts,7900
2012-04-02,13:00,C0542,kitchen/housedetergents,5500
2012-04-02,13:00,C2471,chocolete,33120
2012-04-02,13:00,C2471,eggs,4990
2012-04-02,13:00,C2471,kitchen/housedetergents,2900
2012-04-02,13:00,C0935,kitchen/housedetergents,5080
2012-04-02,13:00,C0935,apple/sweetmelon,12970
2012-04-02,13:00,C0076,importedbeef,8653
2012-04-02,13:00,C2139,fruitvegetables,1990
2012-04-02,13:00,C2139,rootvegetables,3798
2012-04-02,13:00,C2139,banana/importedfruits,4104
2012-04-02,13:00,C0227,cooky/cakes,2990
2012-04-02,14:00,C0418,laundrydetergent,7900
2012-04-02,14:00,C1709,minorcereals,10000
2012-04-02,14:00,C1709,rootvegetables,1500
2012-04-02,14:00,C1709,beans,1950
2012-04-02,14:00,C1709,instantfoods,3890
2012-04-02,14:00,C1709,laundrydetergent,10900
2012-04-02,14:00,C0578,otherreadymadefoods,10000
2012-04-02,15:00,C1023,ramen,2790
2012-04-02,15:00,C1023,cooky/cakes,3980
2012-04-02,15:00,C0528,chinesecabbages,2000
2012-04-02,15:00,C2488,eidbleherbs,990
2012-04-02,15:00,C0192,milk,2730
2012-04-02,15:00,C0192,otherseafoods,8193
2012-04-02,15:00,C0192,rootvegetables,1567
2012-04-02,15:00,C0192,othervegetables,1850
2012-04-02,16:00,C0415,livefish,7980
2012-04-02,16:00,C0415,beans,2200
2012-04-02,16:00,C0415,pear/kiwi/grape,6990
2012-04-02,16:00,C0415,apple/sweetmelon,8990
2012-04-02,16:00,C0415,importedbeef,3643
2012-04-02,16:00,C1370,fruitvegetables,1990
2012-04-02,16:00,C1370,eidbleherbs,1490
2012-04-02,16:00,C1945,beans,2000
2012-04-02,16:00,C0803,milk,3980
2012-04-02,16:00,C0803,fruitvegetables,2490
2012-04-02,16:00,C0803,beans,1280
2012-04-02,16:00,C0803,eidbleherbs,1490
2012-04-02,16:00,C2379,banana/importedfruits,1380
2012-04-02,17:00,C2476,cosmetics,1000
2012-04-02,17:00,C1847,otherreadymadefoods,1980
2012-04-02,17:00,C1496,wastepapers,9900
2012-04-02,17:00,C1197,banana/importedfruits,1990
2012-04-02,17:00,C1818,candy-gum,1000
2012-04-02,17:00,C1818,sweeteners,4900
2012-04-02,17:00,C2289,cheese/butter,6400
2012-04-02,17:00,C2289,fruitvegetables,5970
2012-04-02,17:00,C1835,harddrinks,3950
2012-04-02,17:00,C1835,koreanchicken,5500
2012-04-02,18:00,C1806,otherlivefish,15000
2012-04-02,18:00,C1152,dryfruits,1831
2012-04-02,18:00,C1599,softdrinks,1100
2012-04-02,18:00,C0303,kitchen/housedetergents,4790
2012-04-02,18:00,C2395,snacks,3080
2012-04-02,18:00,C2144,bottledfoods,5200
2012-04-02,18:00,C0311,kitchen/housedetergents,2600
2012-04-02,18:00,C1353,ramen,3050
2012-04-02,18:00,C0573,snacks,990
2012-04-02,18:00,C0573,koreanconfectionary,2990
2012-04-02,18:00,C0573,instantfoods,2990
2012-04-02,19:00,C0601,ramen,1820
2012-04-02,19:00,C1009,fermentedmilk,1980
2012-04-02,19:00,C1838,cooky/cakes,3590
2012-04-02,19:00,C0445,minorcereals,8900
2012-04-02,19:00,C0445,fermentedmilk,4800
2012-04-02,19:00,C0445,apple/sweetmelon,8990
2012-04-02,19:00,C2251,fermentedmilk,2990
2012-04-02,19:00,C2251,noodles,1000
2012-04-02,19:00,C2251,ramen,1440
2012-04-02,19:00,C1135,ready-mademeals,2000
2012-04-02,19:00,C1752,chilledlivestock,3210
2012-04-02,19:00,C1752,otherlivefish,15000
2012-04-02,19:00,C1752,ketchupandmayoneise,4990
2012-04-02,19:00,C1596,harddrinks,5120
2012-04-02,19:00,C1473,noodles,2000
2012-04-02,19:00,C1631,candy-gum,3250
2012-04-02,19:00,C1759,chilleddairymilks,1150
2012-04-02,19:00,C1759,fermentedmilk,1990
2012-04-02,19:00,C2217,otherlivefish,5500
2012-04-02,19:00,C2217,koreanpork,2900
2012-04-02,19:00,C1613,snacks,2500
2012-04-02,20:00,C0224,banana/importedfruits,3980
2012-04-02,20:00,C1816,banana/importedfruits,7990
2012-04-02,20:00,C0789,chilleddairymilks,3600
2012-04-02,20:00,C1644,eidbleherbs,2500
2012-04-02,20:00,C1644,strawberry/peach/,5990
2012-04-02,20:00,C1047,fruitvegetables,1790
2012-04-02,20:00,C1047,wildvegetables,2490
2012-04-02,21:00,C1464,rootvegetables,5990
2012-04-02,21:00,C0674,snacks,2500
2012-04-02,21:00,C0674,cooky/cakes,2390
2012-04-02,21:00,C2445,fruitvegetables,1990
2012-04-02,21:00,C1578,fermentedmilk,3680
2012-04-02,21:00,C1578,bread,2200
2012-04-02,21:00,C0154,rootvegetables,2490
2012-04-02,21:00,C1203,milk,3500
2012-04-02,21:00,C0581,wildvegetables,1000
2012-04-02,21:00,C2482,icecream,1600
2012-04-02,21:00,C2482,tomato/plum/melon,5990
2012-04-03,10:00,C2103,eidbleherbs,890
2012-04-03,10:00,C1959,coffee,5820
2012-04-03,10:00,C0720,chilledseafood,1100
2012-04-03,10:00,C1433,lattuce,2990
2012-04-03,11:00,C1768,bottledfoods,3100
2012-04-03,11:00,C1768,bakery,1990
2012-04-03,11:00,C2346,bread,1600
2012-04-03,11:00,C1242,importedbeef,5780
2012-04-03,12:00,C0302,fermentedmilk,3900
2012-04-03,12:00,C0302,rootvegetables,3990
2012-04-03,12:00,C2383,chillednoodles,1980
2012-04-03,12:00,C1347,otherreadymadefoods,2300
2012-04-03,12:00,C2242,eidbleherbs,1000
2012-04-03,12:00,C0862,otherlivefish,8800
2012-04-03,13:00,C2115,sanitaryproducts,1000
2012-04-03,13:00,C2029,artificialpowders,2790
2012-04-03,13:00,C0556,snacks,4200
2012-04-03,13:00,C0076,soysaucesandpastes,16900
2012-04-03,13:00,C0181,maincereals,69900
2012-04-03,13:00,C0181,harddrinks,20800
2012-04-03,13:00,C0949,othervegetables,1980
2012-04-03,13:00,C0859,fermentedmilk,3180
2012-04-03,14:00,C1529,fruitvegetables,850
2012-04-03,14:00,C0633,fruitvegetables,2990
2012-04-03,14:00,C0633,harddrinks,53900
2012-04-03,14:00,C0157,driedfish,1990
2012-04-03,14:00,C0157,mushrooms,1990
2012-04-03,14:00,C0157,eidbleherbs,1290
2012-04-03,14:00,C0157,kitchen/housedetergents,2900
2012-04-03,14:00,C0158,minorcereals,8900
2012-04-03,14:00,C1944,chilleddairymilks,1300
2012-04-03,14:00,C1944,cooky/cakes,1000
2012-04-03,14:00,C1790,milk,3780
2012-04-03,15:00,C1254,fermentedmilk,2250
2012-04-03,15:00,C1254,snacks,3200
2012-04-03,15:00,C1254,fruitvegetables,2990
2012-04-03,15:00,C1930,milk,2990
2012-04-03,15:00,C1930,candy-gum,1000
2012-04-03,15:00,C1668,beans,4590
2012-04-03,15:00,C0957,softdrinks,2000
2012-04-03,15:00,C1912,rootvegetables,2990
2012-04-03,15:00,C0845,eidbleherbs,1490
2012-04-03,15:00,C0766,milk,7780
2012-04-03,15:00,C1801,otherlivefish,1980
2012-04-03,15:00,C0008,chilleddairymilks,4350
2012-04-03,15:00,C0008,lattuce,1490
2012-04-03,15:00,C1544,rootvegetables,4990
2012-04-03,16:00,C2427,eggs,4990
2012-04-03,16:00,C0778,mushrooms,330
2012-04-03,16:00,C0778,softdrinks,2050
2012-04-03,16:00,C0778,bottledfoods,3100
2012-04-03,16:00,C0778,koreanbeef,7490
2012-04-03,16:00,C1847,otherseafoods,9900
2012-04-03,16:00,C1847,banana/importedfruits,8980
2012-04-03,16:00,C2350,bakery,6000
2012-04-03,16:00,C2350,snacks,3000
2012-04-03,16:00,C2350,eidbleherbs,1990
2012-04-03,16:00,C1926,beans,1280
2012-04-03,16:00,C1781,milk,3500
2012-04-03,17:00,C0787,eidbleherbs,1590
2012-04-03,17:00,C0787,koreanchicken,6500
2012-04-03,17:00,C0623,eggs,6100
2012-04-03,17:00,C0135,snacks,1990
2012-04-03,17:00,C0135,eggs,5500
2012-04-03,17:00,C0741,beans,2000
2012-04-03,17:00,C0741,mushrooms,850
2012-04-03,17:00,C1368,milk,2710
2012-04-03,17:00,C1368,bakery,1980
2012-04-03,17:00,C0919,milk,2600
2012-04-03,17:00,C1977,pear/kiwi/grape,5293
2012-04-03,17:00,C0759,lattuce,5070
2012-04-03,17:00,C1755,candy-gum,980
2012-04-03,17:00,C0586,otherreadymadefoods,10000
2012-04-03,17:00,C0586,artificialpowders,4250
2012-04-03,17:00,C2070,rootvegetables,2179
2012-04-03,17:00,C2070,othervegetables,1300
2012-04-03,17:00,C2070,beans,4590
2012-04-03,17:00,C2490,chilledlivestock,1790
2012-04-03,17:00,C1964,minorcereals,9900
2012-04-03,17:00,C1964,chilledagriculturalproducts,3580
2012-04-03,17:00,C1964,dentalproducts,3950
2012-04-03,17:00,C1964,koreanpork,50000
2012-04-03,18:00,C0675,maincereals,24900
2012-04-03,18:00,C0675,chilledlivestock,2100
2012-04-03,18:00,C0675,otherlivefish,2980
2012-04-03,18:00,C0675,sanitaryproducts,12500
2012-04-03,18:00,C1496,bakery,2700
2012-04-03,18:00,C0085,snacks,4260
2012-04-03,18:00,C0085,fruitvegetables,3990
2012-04-03,18:00,C0085,instantfoods,3980
2012-04-03,18:00,C0085,strawberry/peach/,8990
2012-04-03,18:00,C0505,rootvegetables,5990
2012-04-03,18:00,C0132,minorcereals,5990
2012-04-03,18:00,C0132,bottledfoods,3990
2012-04-03,19:00,C1258,chilledagriculturalproducts,3250
2012-04-03,19:00,C1258,banana/importedfruits,1490
2012-04-03,19:00,C0804,minorcereals,4900
2012-04-03,19:00,C0804,cooky/cakes,2390
2012-04-03,19:00,C0804,fruitvegetables,1590
2012-04-03,19:00,C0804,rootvegetables,1178
2012-04-03,19:00,C0804,beans,1990
2012-04-03,19:00,C0804,cookingoil,5900
2012-04-03,19:00,C2218,fermentedmilk,3760
2012-04-03,19:00,C2218,snacks,2600
2012-04-03,19:00,C2218,driedfish,1990
2012-04-03,19:00,C2218,eggs,4500
2012-04-03,19:00,C2218,mushrooms,6990
2012-04-03,19:00,C2218,dryfruits,5480
2012-04-03,19:00,C0414,artificialpowders,1390
2012-04-03,19:00,C0358,milk,850
2012-04-03,20:00,C1445,fruitvegetables,1790
2012-04-03,20:00,C1445,rootvegetables,2490
2012-04-03,20:00,C1445,softdrinks,2250
2012-04-03,20:00,C0257,hairproducts,48000
2012-04-03,20:00,C0284,icecream,1600
2012-04-03,20:00,C0284,pre-processedmeals,1990
2012-04-03,20:00,C0977,snacks,1950
2012-04-03,20:00,C0977,softdrinks,1500
2012-04-03,20:00,C1596,importedbeef,7271
2012-04-03,20:00,C0789,otherlivefish,9900
2012-04-03,20:00,C0142,chilledlivestock,7480
2012-04-03,21:00,C2056,fermentedmilk,990
2012-04-03,21:00,C2056,cooky/cakes,2990
2012-04-03,21:00,C2095,chilledlivestock,5990
2012-04-03,21:00,C2095,cooky/cakes,5200
2012-04-03,21:00,C2095,wastepapers,2400
2012-04-03,21:00,C0916,tomato/plum/melon,8990
2012-04-03,21:00,C2172,milk,4620
2012-04-03,22:00,C1834,ramen,1000
2012-04-03,22:00,C2427,harddrinks,2160
2012-04-03,22:00,C0106,harddrinks,16500
2012-04-03,22:00,C0354,koreanchicken,3360
2012-04-03,22:00,C1325,fermentedmilk,1410
2012-04-03,22:00,C1325,icecream,1200
2012-04-03,22:00,C2183,bakery,20000
2012-04-04,10:00,C0354,laundrydetergent,15980
2012-04-04,10:00,C1609,otherreadymadefoods,1980
2012-04-04,10:00,C1609,ramen,2100
2012-04-04,10:00,C1609,rootvegetables,6990
2012-04-04,10:00,C1609,seasonings,1600
2012-04-04,10:00,C1888,eggs,4990
2012-04-04,10:00,C0452,cheese/butter,3990
2012-04-04,10:00,C0452,noodles,3190
2012-04-04,10:00,C0452,processedlivefish,11000
2012-04-04,10:00,C0452,otherseafoods,9900
2012-04-04,10:00,C0452,apple/sweetmelon,8988
2012-04-04,10:00,C0452,otherlivestockmeats,5490
2012-04-04,10:00,C0529,fruitvegetables,2000
2012-04-04,10:00,C0529,banana/importedfruits,2990
2012-04-04,11:00,C0141,fermentedmilk,3760
2012-04-04,11:00,C1266,otherlivefish,12900
2012-04-04,11:00,C1266,bottledfoods,7980
2012-04-04,11:00,C2346,bottledfoods,4390
2012-04-04,11:00,C1782,kitchen/housedetergents,2900
2012-04-04,11:00,C1642,chilleddairymilks,6500
2012-04-04,11:00,C1642,milk,3980
2012-04-04,11:00,C1642,fruitvegetables,1990
2012-04-04,11:00,C1642,cookingoil,6500
2012-04-04,11:00,C0296,ketchupandmayoneise,2550
2012-04-04,11:00,C1132,harddrinks,1780
2012-04-04,12:00,C1024,bottledfoods,5300
2012-04-04,12:00,C1024,instantfoods,1990
2012-04-04,12:00,C0954,otherseafoods,9900
2012-04-04,12:00,C0954,fruitvegetables,1990
2012-04-04,12:00,C0954,harddrinks,2080
2012-04-04,12:00,C0954,sweeteners,3300
2012-04-04,12:00,C0954,banana/importedfruits,2990
2012-04-04,12:00,C0954,koreanbeef,14980
2012-04-04,12:00,C0211,frozendumpling,4980
2012-04-04,12:00,C0211,coffee,18250
2012-04-04,12:00,C0211,laundrydetergent,5500
2012-04-04,12:00,C0825,chilledseafood,1900
2012-04-04,12:00,C0825,cooky/cakes,5090
2012-04-04,12:00,C0825,chinesecabbages,1490
2012-04-04,13:00,C2319,milk,4830
2012-04-04,13:00,C2319,eggs,4990
2012-04-04,13:00,C2319,softdrinks,5640
2012-04-04,13:00,C1619,banana/importedfruits,4950
2012-04-04,13:00,C1110,dentalproducts,3000
2012-04-04,13:00,C0227,eggs,3990
2012-04-04,14:00,C1004,kitchen/housedetergents,2990
2012-04-04,14:00,C1173,chocolete,2880
2012-04-04,14:00,C1173,cooky/cakes,1990
2012-04-04,14:00,C1347,rootvegetables,10000
2012-04-04,14:00,C2427,candy-gum,1500
2012-04-04,14:00,C2427,otherlivefish,13980
2012-04-04,14:00,C0553,otherseafoods,2490
2012-04-04,14:00,C2445,processeddriedfish,5990
2012-04-04,14:00,C2445,hairproducts,9960
2012-04-04,14:00,C1126,importedbeef,16897
2012-04-04,14:00,C0158,harddrinks,2400
2012-04-04,14:00,C0158,cookingoil,2500
2012-04-04,14:00,C1771,ramen,4560
2012-04-04,14:00,C1771,cereals,3140
2012-04-04,14:00,C1771,chocolete,2160
2012-04-04,14:00,C1771,pear/kiwi/grape,6990
2012-04-04,14:00,C0449,beans,2000
2012-04-04,14:00,C2412,hairproducts,5490
2012-04-04,14:00,C0972,eggs,6990
2012-04-04,14:00,C0972,banana/importedfruits,2990
2012-04-04,14:00,C1594,fermentedmilk,2820
2012-04-04,14:00,C1594,snacks,1250
2012-04-04,14:00,C0248,chilledseafood,3290
2012-04-04,14:00,C0248,fruitvegetables,3000
2012-04-04,15:00,C2383,fruitvegetables,4780
2012-04-04,15:00,C0930,wildvegetables,5290
2012-04-04,15:00,C0855,milk,3980
2012-04-04,15:00,C0855,cookingoil,11900
2012-04-04,15:00,C0024,milk,5900
2012-04-04,15:00,C0024,ramen,2790
2012-04-04,15:00,C0307,otherreadymadefoods,11000
2012-04-04,15:00,C0307,mushrooms,1990
2012-04-04,15:00,C1642,ramen,2600
2012-04-04,15:00,C1018,milk,3170
2012-04-04,15:00,C1018,snacks,1040
2012-04-04,15:00,C1018,beans,6980
2012-04-04,15:00,C1018,banana/importedfruits,2990
2012-04-04,15:00,C1120,bakery,1990
2012-04-04,15:00,C1120,eggs,4990
2012-04-04,15:00,C1120,rootvegetables,1500
2012-04-04,15:00,C1120,beans,3990
2012-04-04,15:00,C1646,dryfruits,5990
2012-04-04,15:00,C1781,maincereals,39900
2012-04-04,15:00,C1781,minorcereals,3990
2012-04-04,15:00,C1832,milk,3060
2012-04-04,15:00,C1832,rootvegetables,2990
2012-04-04,15:00,C1832,eidbleherbs,1490
2012-04-04,15:00,C1832,tomato/plum/melon,9980
2012-04-04,16:00,C0867,ramen,1700
2012-04-04,16:00,C0867,fruitvegetables,1990
2012-04-04,16:00,C0867,rootvegetables,902
2012-04-04,16:00,C0867,softdrinks,2150
2012-04-04,16:00,C0867,harddrinks,11600
2012-04-04,16:00,C0867,soysaucesandpastes,2500
2012-04-04,16:00,C1857,chinesecabbages,1000
2012-04-04,16:00,C1857,apple/sweetmelon,3990
2012-04-04,16:00,C0762,fermentedmilk,4600
2012-04-04,16:00,C0762,livefish,5040
2012-04-04,16:00,C0762,fruitvegetables,1990
2012-04-04,16:00,C0762,cookingoil,4990
2012-04-04,16:00,C1043,wildvegetables,500
2012-04-04,16:00,C2369,icecream,2500
2012-04-04,16:00,C1885,koreanbeef,8372
2012-04-04,16:00,C2130,banana/importedfruits,2990
2012-04-04,17:00,C0544,milk,4940
2012-04-04,17:00,C1575,eggs,6990
2012-04-04,17:00,C1842,chilleddairymilks,990
2012-04-04,17:00,C1842,chilledseafood,990
2012-04-04,17:00,C1842,dentalproducts,3000
2012-04-04,17:00,C1842,wastepapers,1250
2012-04-04,17:00,C0913,koreanchicken,3990
2012-04-04,17:00,C1517,mushrooms,850
2012-04-04,17:00,C0919,frozendumpling,9960
2012-04-04,17:00,C0919,chocolete,2070
2012-04-04,17:00,C0919,seasonings,1450
2012-04-04,17:00,C1903,banana/importedfruits,1980
2012-04-04,17:00,C2020,chinesecabbages,10430
2012-04-04,17:00,C0085,icecream,9700
2012-04-04,17:00,C0085,ramen,4800
2012-04-04,17:00,C0085,banana/importedfruits,4950
2012-04-04,17:00,C0710,cooky/cakes,1280
2012-04-04,17:00,C1480,beans,3490
2012-04-04,17:00,C1480,eidbleherbs,990
2012-04-04,17:00,C1746,milk,3890
2012-04-04,17:00,C1746,wastepapers,9900
2012-04-04,17:00,C2488,processedlivefish,3990
2012-04-04,17:00,C2488,wildvegetables,4980
2012-04-04,17:00,C2488,lattuce,1490
2012-04-04,17:00,C2488,banana/importedfruits,2990
2012-04-04,18:00,C0646,maincereals,15900
2012-04-04,18:00,C2142,pre-processedsnacks,5990
2012-04-04,18:00,C2142,banana/importedfruits,2000
2012-04-04,18:00,C2155,cooky/cakes,2900
2012-04-04,18:00,C0174,otherlivefish,2520
2012-04-04,18:00,C1861,bakery,1500
2012-04-04,18:00,C0763,chilledagriculturalproducts,9900
2012-04-04,18:00,C0235,chilledseafood,13200
2012-04-04,18:00,C1023,hairproducts,4980
2012-04-04,18:00,C0451,hairproducts,9960
2012-04-04,18:00,C0451,koreanpork,11309
2012-04-04,18:00,C0563,fermentedmilk,990
2012-04-04,18:00,C0563,softdrinks,7800
