ymd,time,custid,prod,amt
2012-06-30,15:00,C1356,mushrooms,4770
2012-06-30,15:00,C1356,importedbeef,6502
2012-06-30,15:00,C1238,banana/importedfruits,9900
2012-06-30,16:00,C2055,milk,850
2012-06-30,16:00,C2055,fruitvegetables,690
2012-06-30,16:00,C2055,lattuce,1000
2012-06-30,16:00,C2055,mandarinorange/watermelonandotherfruits,10000
2012-06-30,16:00,C0147,softdrinks,550
2012-06-30,16:00,C0778,chinesecabbages,2490
2012-06-30,16:00,C0778,eidbleherbs,1490
2012-06-30,16:00,C0778,bottledfoods,11000
2012-06-30,16:00,C0158,cheese/butter,6800
2012-06-30,16:00,C0536,eggs,3490
2012-06-30,16:00,C0345,milk,2740
2012-06-30,16:00,C0345,lattuce,990
2012-06-30,17:00,C2321,softdrinks,990
2012-06-30,17:00,C1614,softdrinks,12270
2012-06-30,17:00,C0478,ready-madesidedishes,4136
2012-06-30,17:00,C0478,apple/sweetmelon,3000
2012-06-30,17:00,C1768,chilledagriculturalproducts,4180
2012-06-30,17:00,C2115,laundrydetergent,1000
2012-06-30,17:00,C2115,kitchen/housedetergents,2990
2012-06-30,17:00,C0888,fruitvegetables,990
2012-06-30,17:00,C0759,livefish,2500
2012-06-30,17:00,C2297,bottledfoods,9990
2012-06-30,17:00,C2297,laundrydetergent,7500
2012-06-30,17:00,C2297,mandarinorange/watermelonandotherfruits,10000
2012-06-30,17:00,C0560,otherlivefish,7385
2012-06-30,17:00,C0803,chilledagriculturalproducts,1800
2012-06-30,17:00,C0803,importedbeef,6116
2012-06-30,17:00,C0312,cereals,6100
2012-06-30,17:00,C1433,kitchen/housedetergents,2500
2012-06-30,18:00,C1754,snacks,1000
2012-06-30,18:00,C1754,bottledfoods,7980
2012-06-30,18:00,C1052,ramen,2850
2012-06-30,18:00,C1052,bread,1000
2012-06-30,18:00,C1052,koreanpork,8573
2012-06-30,18:00,C0675,cheese/butter,1750
2012-06-30,18:00,C0675,chilledlivestock,6580
2012-06-30,18:00,C1219,chilledagriculturalproducts,5650
2012-06-30,18:00,C1219,pear/kiwi/grape,8990
2012-06-30,18:00,C0132,milk,3010
2012-06-30,18:00,C0132,beans,4590
2012-06-30,19:00,C0980,rootvegetables,4500
2012-06-30,19:00,C0980,othervegetables,5940
2012-06-30,19:00,C0980,kitchen/housedetergents,2600
2012-06-30,19:00,C1830,chilledlivestock,1500
2012-06-30,19:00,C1302,cooky/cakes,2990
2012-06-30,19:00,C0870,ramen,3450
2012-06-30,19:00,C2487,snacks,1300
2012-06-30,19:00,C2395,milk,4830
2012-06-30,19:00,C1411,ramen,3190
2012-06-30,19:00,C1480,bottledfoods,2650
2012-06-30,19:00,C0689,ramen,6640
2012-06-30,19:00,C0689,sweeteners,3150
2012-06-30,19:00,C1660,otherreadymadefoods,2000
2012-06-30,20:00,C2338,mushrooms,1790
2012-06-30,20:00,C2338,sanitaryproducts,7200
2012-06-30,20:00,C0553,ramen,3950
2012-06-30,20:00,C2476,softdrinks,1300
2012-06-30,20:00,C1695,koreanpork,20605
2012-06-30,20:00,C0914,cooky/cakes,2390
2012-06-30,20:00,C0654,fermentedmilk,3000
2012-06-30,20:00,C0654,bottledfoods,13460
2012-06-30,20:00,C0347,eggs,3990
2012-06-30,20:00,C2023,bottledfoods,7300
2012-06-30,20:00,C1785,apple/sweetmelon,9898
2012-06-30,20:00,C0769,snacks,2740
2012-06-30,20:00,C2172,milk,4150
2012-06-30,21:00,C0640,importedbeef,6843
2012-06-30,21:00,C2144,fermentedmilk,2700
2012-06-30,21:00,C2144,snacks,1250
2012-06-30,22:00,C1584,chilledagriculturalproducts,7490
2012-06-30,22:00,C1584,ready-madesidedishes,3000
2012-06-30,22:00,C1584,banana/importedfruits,2000
2012-06-30,22:00,C2469,milk,4300
2012-06-30,22:00,C2469,bottledfoods,2290
2012-06-30,22:00,C2469,instantfoods,3980
2012-06-30,22:00,C0070,othervegetables,1750
2012-06-30,22:00,C0070,apple/sweetmelon,15000
2012-06-30,22:00,C0167,harddrinks,7150
2012-06-30,22:00,C2186,snacks,1067
2012-07-01,10:00,C2179,ramen,2800
2012-07-01,10:00,C2179,snacks,2340
2012-07-01,10:00,C2179,softdrinks,990
2012-07-01,10:00,C2179,koreanpork,12946
2012-07-01,10:00,C0789,fruitvegetables,1990
2012-07-01,10:00,C1143,bottledfoods,1550
2012-07-01,11:00,C2349,milk,2680
2012-07-01,11:00,C2349,icecream,660
2012-07-01,12:00,C0589,milk,4880
2012-07-01,12:00,C2454,softdrinks,1500
2012-07-01,12:00,C2454,processeddryfoods,4990
2012-07-01,12:00,C2454,mandarinorange/watermelonandotherfruits,15980
2012-07-01,12:00,C2454,pear/kiwi/grape,10000
2012-07-01,12:00,C2454,ketchupandmayoneise,2400
2012-07-01,12:00,C2454,mandarinorange/watermelonandotherfruits,7990
2012-07-01,12:00,C2454,tomato/plum/melon,4990
2012-07-01,12:00,C2314,kitchen/housedetergents,1980
2012-07-01,13:00,C2187,milk,3450
2012-07-01,13:00,C2187,chilledseafood,1950
2012-07-01,13:00,C2187,banana/importedfruits,3990
2012-07-01,13:00,C0520,cooky/cakes,3500
2012-07-01,13:00,C0520,coffee,4060
2012-07-01,13:00,C1963,harddrinks,8000
2012-07-01,13:00,C2217,livefish,9900
2012-07-01,14:00,C1515,lattuce,1980
2012-07-01,14:00,C1191,banana/importedfruits,2990
2012-07-01,14:00,C1613,frozenmeat,1980
2012-07-01,15:00,C1836,beans,3450
2012-07-01,15:00,C1836,seasonedmeat,7990
2012-07-01,15:00,C2103,beans,1290
2012-07-01,15:00,C1080,milk,4150
2012-07-01,15:00,C1080,mushrooms,3490
2012-07-01,15:00,C2272,chillednoodles,2650
2012-07-01,15:00,C0957,ready-mademeals,2500
2012-07-01,15:00,C1383,softdrinks,2470
2012-07-01,15:00,C1383,mandarinorange/watermelonandotherfruits,10000
2012-07-01,15:00,C0348,dentalproducts,3490
2012-07-01,16:00,C0903,laundrydetergent,23900
2012-07-01,16:00,C0860,frozenmeat,8250
2012-07-01,16:00,C1847,fermentedmilk,990
2012-07-01,16:00,C1205,milk,3180
2012-07-01,16:00,C1205,koreanpork,2800
2012-07-01,16:00,C0528,tomato/plum/melon,2779
2012-07-01,16:00,C0642,softdrinks,2270
2012-07-01,16:00,C1133,cooky/cakes,2400
2012-07-01,16:00,C1927,chilleddairymilks,500
2012-07-01,17:00,C2120,tomato/plum/melon,4990
2012-07-01,17:00,C1125,icecream,5000
2012-07-01,17:00,C1125,otherreadymadefoods,10000
2012-07-01,17:00,C0849,chilledseafood,1230
2012-07-01,17:00,C0849,soysaucesandpastes,3990
2012-07-01,17:00,C0849,importedbeef,7876
2012-07-01,17:00,C0414,eidbleherbs,1490
2012-07-01,17:00,C0421,fruitvegetables,4990
2012-07-01,17:00,C0421,cosmetics,3600
2012-07-01,17:00,C0421,seasonings,3250
2012-07-01,17:00,C0421,seasonedmeat,9900
2012-07-01,17:00,C0221,softdrinks,11280
2012-07-01,17:00,C2453,beans,1000
2012-07-01,17:00,C0573,softdrinks,2900
2012-07-01,17:00,C1587,koreanchicken,4990
2012-07-01,18:00,C0646,banana/importedfruits,2990
2012-07-01,18:00,C1086,fruitvegetables,1990
2012-07-01,18:00,C1239,fermentedmilk,3600
2012-07-01,18:00,C1239,ramen,3190
2012-07-01,18:00,C0814,rootvegetables,2990
2012-07-01,18:00,C2304,cooky/cakes,6090
2012-07-01,18:00,C2304,soysaucesandpastes,5550
2012-07-01,18:00,C0455,candy-gum,3300
2012-07-01,18:00,C0455,fruitvegetables,1990
2012-07-01,18:00,C0272,rootvegetables,870
2012-07-01,18:00,C0080,bakery,3000
2012-07-01,18:00,C0766,eggs,4990
2012-07-01,18:00,C0689,fermentedmilk,990
2012-07-01,18:00,C0689,milk,2710
2012-07-01,18:00,C0689,cheese/butter,4680
2012-07-01,19:00,C0737,harddrinks,12000
2012-07-01,19:00,C0737,bottledfoods,3990
2012-07-01,19:00,C0991,eidbleherbs,1000
2012-07-01,19:00,C1218,fermentedmilk,1650
2012-07-01,19:00,C1218,othervegetables,1690
2012-07-01,19:00,C1588,fruitvegetables,1930
2012-07-01,19:00,C2347,harddrinks,4250
2012-07-01,19:00,C1951,milk,4580
2012-07-01,19:00,C1951,beans,2500
2012-07-01,19:00,C1951,eidbleherbs,3990
2012-07-01,19:00,C1977,chillednoodles,3450
2012-07-01,19:00,C0996,cosmetics,38000
2012-07-01,19:00,C2219,ramen,6880
2012-07-01,19:00,C2023,seasonings,1490
2012-07-01,19:00,C1376,banana/importedfruits,5980
2012-07-01,20:00,C2301,chillednoodles,4800
2012-07-01,20:00,C2301,fruitvegetables,1290
2012-07-01,20:00,C2369,cereals,3990
2012-07-01,20:00,C2369,eggs,3390
2012-07-01,20:00,C2369,fruitvegetables,2490
2012-07-01,20:00,C1946,rootvegetables,472
2012-07-01,20:00,C1946,kitchen/housedetergents,2750
2012-07-01,20:00,C1220,candy-gum,4000
2012-07-01,20:00,C0558,softdrinks,1600
2012-07-01,20:00,C1047,milk,3060
2012-07-01,20:00,C1047,fruitvegetables,1680
2012-07-01,20:00,C1047,koreanchicken,4990
2012-07-01,20:00,C1921,cooky/cakes,2990
2012-07-01,21:00,C1467,importedbeef,7976
2012-07-01,21:00,C0479,seasonedmeat,18658
2012-07-01,21:00,C1169,icecream,1980
2012-07-01,22:00,C1400,banana/importedfruits,11890
2012-07-01,22:00,C1834,ready-madesnacks,1500
2012-07-01,22:00,C1834,softdrinks,1000
2012-07-01,22:00,C1783,processeddriedfish,3990
2012-07-01,22:00,C1783,eggs,2990
2012-07-01,22:00,C2319,ready-madesnacks,2990
2012-07-01,22:00,C2319,snacks,2450
2012-07-01,22:00,C2319,bottledfoods,6000
2012-07-01,22:00,C0649,softdrinks,1250
2012-07-01,22:00,C0534,koreanbeef,8523
2012-07-01,22:00,C0947,fermentedmilk,3600
2012-07-01,22:00,C0947,milk,1690
2012-07-01,22:00,C2270,milk,9300
2012-07-02,10:00,C1281,softdrinks,11280
2012-07-02,10:00,C1281,tomato/plum/melon,4990
2012-07-02,10:00,C0147,snacks,1300
2012-07-02,10:00,C0147,kitchen/housedetergents,2500
2012-07-02,10:00,C2355,maincereals,39900
2012-07-02,10:00,C2355,koreanbeef,6484
2012-07-02,10:00,C1290,cooky/cakes,2880
2012-07-02,11:00,C0894,hairproducts,4950
2012-07-02,11:00,C0934,otherreadymadefoods,2300
2012-07-02,11:00,C0934,seasonings,5750
2012-07-02,11:00,C1944,lattuce,1290
2012-07-02,11:00,C1944,banana/importedfruits,3490
2012-07-02,11:00,C1944,tomato/plum/melon,9900
2012-07-02,11:00,C0915,fruitvegetables,1990
2012-07-02,11:00,C0915,beans,4590
2012-07-02,11:00,C1687,chilledlivestock,3990
2012-07-02,11:00,C1687,noodles,2990
2012-07-02,11:00,C1687,fruitvegetables,5380
2012-07-02,12:00,C0302,softdrinks,770
2012-07-02,12:00,C1775,sanitaryproducts,4400
2012-07-02,12:00,C1775,wastepapers,1000
2012-07-02,12:00,C1857,milk,8100
2012-07-02,12:00,C1857,eidbleherbs,990
2012-07-02,12:00,C1857,babyproducts,3980
2012-07-02,12:00,C0664,chilledagriculturalproducts,2480
2012-07-02,12:00,C0664,pre-processedmeals,990
2012-07-02,12:00,C0664,cookingoil,3990
2012-07-02,12:00,C2472,otherlivefish,11960
2012-07-02,12:00,C2472,coffee,16800
2012-07-02,12:00,C0098,fruitvegetables,3000
2012-07-02,12:00,C0098,banana/importedfruits,3490
2012-07-02,12:00,C0098,beans,9160
2012-07-02,12:00,C0098,fruitvegetables,1780
2012-07-02,12:00,C0098,rootvegetables,2625
2012-07-02,12:00,C1345,fermentedmilk,3980
2012-07-02,12:00,C1345,cereals,3600
2012-07-02,12:00,C1345,fruitvegetables,1790
2012-07-02,12:00,C1619,noodles,2990
2012-07-02,12:00,C1832,chilleddairymilks,2700
2012-07-02,12:00,C1832,beans,3980
2012-07-02,12:00,C1832,lattuce,4370
2012-07-02,12:00,C1832,beans,3860
2012-07-02,12:00,C1832,lattuce,1290
2012-07-02,12:00,C1832,softdrinks,5880
2012-07-02,12:00,C1832,koreanbeef,20366
2012-07-02,13:00,C0664,chilledagriculturalproducts,2480
2012-07-02,13:00,C0664,pre-processedmeals,1980
2012-07-02,13:00,C0664,driedfish,5990
2012-07-02,13:00,C0664,pre-processedmeals,990
2012-07-02,13:00,C0664,banana/importedfruits,8990
2012-07-02,13:00,C0664,importedbeef,14790
2012-07-02,13:00,C1771,chilledlivestock,3990
2012-07-02,13:00,C1771,eidbleherbs,1490
2012-07-02,13:00,C1771,cooky/cakes,3980
2012-07-02,13:00,C1771,mushrooms,1000
2012-07-02,13:00,C1771,seasonedmeat,9900
2012-07-02,13:00,C0931,minorcereals,10000
2012-07-02,13:00,C0931,milk,1690
2012-07-02,13:00,C0931,pre-processedsnacks,3990
2012-07-02,13:00,C0931,eggs,4990
2012-07-02,13:00,C0452,driedfish,6450
2012-07-02,13:00,C0041,fermentedmilk,1410
2012-07-02,13:00,C0041,fruitvegetables,1000
2012-07-02,13:00,C0041,beans,3480
2012-07-02,13:00,C0041,laundrydetergent,14900
2012-07-02,14:00,C0698,chinesecabbages,1990
2012-07-02,14:00,C1806,noodles,3650
2012-07-02,14:00,C1806,beans,2000
2012-07-02,14:00,C1806,koreanbeef,8964
2012-07-02,14:00,C1657,rootvegetables,3000
2012-07-02,14:00,C1657,laundrydetergent,5900
2012-07-02,14:00,C0845,milk,4620
2012-07-02,14:00,C0845,cooky/cakes,2650
2012-07-02,14:00,C0146,fermentedmilk,2700
2012-07-02,14:00,C2317,milk,1690
2012-07-02,14:00,C2317,frozendumpling,4990
2012-07-02,15:00,C1734,koreanchicken,5990
2012-07-02,15:00,C2314,mandarinorange/watermelonandotherfruits,12900
2012-07-02,15:00,C1174,icecream,1200
2012-07-02,15:00,C1174,softdrinks,250
2012-07-02,15:00,C1174,bottledfoods,4000
2012-07-02,15:00,C0578,fruitvegetables,1000
2012-07-02,15:00,C1781,harddrinks,26720
2012-07-02,16:00,C1080,tomato/plum/melon,6990
2012-07-02,16:00,C2065,otherlivefish,8600
2012-07-02,16:00,C0599,maincereals,38900
2012-07-02,16:00,C0599,ramen,3390
2012-07-02,16:00,C0599,hairproducts,6000
2012-07-02,16:00,C0528,banana/importedfruits,3490
2012-07-02,16:00,C1885,mushrooms,1000
2012-07-02,16:00,C1885,apple/sweetmelon,7990
2012-07-02,16:00,C1885,snacks,2990
2012-07-02,16:00,C0060,driedfish,9980
2012-07-02,16:00,C0060,laundrydetergent,7400
2012-07-02,16:00,C1471,banana/importedfruits,3134
2012-07-02,17:00,C0415,lattuce,4950
2012-07-02,17:00,C0860,ramen,1790
2012-07-02,17:00,C0860,cooky/cakes,2650
2012-07-02,17:00,C1982,milk,3880
2012-07-02,17:00,C1982,rootvegetables,3980
2012-07-02,17:00,C1734,fruitvegetables,990
2012-07-02,17:00,C0023,chilledagriculturalproducts,1800
2012-07-02,17:00,C1235,ramen,5980
2012-07-02,17:00,C0395,snacks,1950
2012-07-02,17:00,C0395,chocolete,1350
2012-07-02,17:00,C0395,softdrinks,1170
2012-07-02,17:00,C0395,wastepapers,5990
2012-07-02,17:00,C0395,cookingoil,5000
2012-07-02,17:00,C0395,soysaucesandpastes,1990
2012-07-02,17:00,C1100,frozendumpling,8980
2012-07-02,17:00,C1100,bottledfoods,4990
2012-07-02,17:00,C1772,fruitvegetables,1200
2012-07-02,17:00,C1772,mushrooms,3800
2012-07-02,18:00,C2013,noodles,2990
2012-07-02,18:00,C2013,snacks,3200
2012-07-02,18:00,C2013,sanitaryproducts,3600
2012-07-02,18:00,C2013,soysaucesandpastes,5500
2012-07-02,18:00,C1621,milk,2600
2012-07-02,18:00,C1621,chilledagriculturalproducts,2050
2012-07-02,18:00,C1621,beans,4580
2012-07-02,18:00,C1621,eidbleherbs,1690
2012-07-02,18:00,C1408,processedlivefish,19900
2012-07-02,18:00,C1408,cookingoil,7090
2012-07-02,18:00,C1408,soysaucesandpastes,9900
2012-07-02,18:00,C2330,koreanpork,9990
2012-07-02,18:00,C1679,ramen,6970
2012-07-02,18:00,C1679,bottledfoods,4990
2012-07-02,18:00,C1679,koreanpork,21930
2012-07-02,18:00,C2191,ramen,720
2012-07-02,18:00,C2191,candy-gum,900
2012-07-02,18:00,C2191,fruitvegetables,1000
2012-07-02,18:00,C0675,instantfoods,3980
2012-07-02,18:00,C0235,ramen,2990
2012-07-02,18:00,C0235,bottledfoods,2000
2012-07-02,18:00,C0455,cheese/butter,1950
2012-07-02,18:00,C1490,koreanchicken,11000
2012-07-02,18:00,C1490,koreanpork,3905
2012-07-02,18:00,C0727,candy-gum,4400
2012-07-02,18:00,C0727,cooky/cakes,2650
2012-07-02,18:00,C0727,snacks,2450
2012-07-02,18:00,C0727,eggs,4490
2012-07-02,18:00,C0727,instantfoods,2000
2012-07-02,19:00,C1834,ramen,2990
2012-07-02,19:00,C1004,softdrinks,770
2012-07-02,19:00,C1823,koreanbeef,6959
2012-07-02,19:00,C0991,laundrydetergent,19800
2012-07-02,19:00,C1384,ramen,2950
2012-07-02,19:00,C1384,harddrinks,1600
2012-07-02,19:00,C1534,banana/importedfruits,8990
2012-07-02,19:00,C1501,importedbeef,4828
2012-07-02,19:00,C1941,chilleddairymilks,3000
2012-07-02,19:00,C1941,frozendumpling,4990
2012-07-02,19:00,C1941,snacks,1990
2012-07-02,19:00,C1941,fruitvegetables,2000
2012-07-02,19:00,C1941,banana/importedfruits,8990
2012-07-02,19:00,C2118,ramen,1990
2012-07-02,19:00,C2118,candy-gum,2800
2012-07-02,19:00,C1212,candy-gum,1000
2012-07-02,19:00,C1212,driedfish,5990
2012-07-02,19:00,C1212,banana/importedfruits,3486
2012-07-02,19:00,C1212,tomato/plum/melon,9900
2012-07-02,19:00,C0347,milk,1890
2012-07-02,19:00,C0347,cereals,3600
2012-07-02,19:00,C2482,milk,2200
2012-07-02,19:00,C2482,noodles,1990
2012-07-02,19:00,C2482,fruitvegetables,990
2012-07-02,19:00,C2482,beans,1000
2012-07-02,19:00,C2023,livefish,10000
2012-07-02,19:00,C1750,bakery,2990
2012-07-02,19:00,C1750,banana/importedfruits,8990
2012-07-02,19:00,C0148,fruitvegetables,2500
2012-07-02,19:00,C0148,koreanchicken,23800
2012-07-02,19:00,C2488,fruitvegetables,1485
2012-07-02,19:00,C2488,softdrinks,7200
2012-07-02,20:00,C0881,rootvegetables,5990
2012-07-02,20:00,C0881,importedbeef,23761
2012-07-02,20:00,C0257,ramen,2550
2012-07-02,20:00,C0257,bottledfoods,1000
2012-07-02,20:00,C0914,pre-processedsidedishes,5990
2012-07-02,20:00,C0777,fermentedmilk,3680
2012-07-02,20:00,C0777,softdrinks,4340
2012-07-02,20:00,C1271,ramen,1990
2012-07-02,20:00,C0534,ramen,2990
2012-07-02,20:00,C1018,fruitvegetables,2500
2012-07-02,20:00,C1018,mushrooms,1000
2012-07-02,20:00,C1518,milk,4380
2012-07-02,20:00,C0300,cheese/butter,4120
2012-07-02,20:00,C1309,milk,3000
2012-07-02,20:00,C1309,bottledfoods,4400
2012-07-02,21:00,C0756,babyproducts,7500
2012-07-02,21:00,C2397,milk,3060
2012-07-02,21:00,C2397,cookingoil,4990
2012-07-02,21:00,C1742,soysaucesandpastes,3900
2012-07-02,21:00,C0809,livefish,12500
2012-07-02,21:00,C0809,coffee,4690
2012-07-02,21:00,C0809,koreanpork,5000
2012-07-02,22:00,C0741,beans,1290
2012-07-02,22:00,C2244,bottledfoods,5310
2012-07-02,22:00,C2244,hairproducts,8890
2012-07-02,22:00,C0012,ramen,1540
2012-07-02,22:00,C0012,softdrinks,2800
2012-07-03,10:00,C0147,chilledagriculturalproducts,2050
2012-07-03,10:00,C0147,chillednoodles,2200
2012-07-03,11:00,C1831,snacks,2990
2012-07-03,11:00,C1831,hairproducts,6000
2012-07-03,11:00,C1831,koreanpork,4990
2012-07-03,11:00,C1477,ramen,5970
2012-07-03,11:00,C1385,fruitvegetables,890
2012-07-03,11:00,C0250,milk,4050
2012-07-03,11:00,C0610,rootvegetables,4990
2012-07-03,11:00,C0610,lattuce,4290
2012-07-03,11:00,C0610,softdrinks,11280
2012-07-03,11:00,C0610,dentalproducts,2990
2012-07-03,11:00,C0610,koreanbeef,7490
2012-07-03,11:00,C1770,fruitvegetables,1980
2012-07-03,11:00,C1770,lattuce,2200
2012-07-03,11:00,C1770,mandarinorange/watermelonandotherfruits,7990
2012-07-03,11:00,C0529,fruitvegetables,1000
2012-07-03,11:00,C0529,apple/sweetmelon,9904
2012-07-03,12:00,C2451,maincereals,21900
2012-07-03,12:00,C0211,candy-gum,2000
2012-07-03,12:00,C0211,cooky/cakes,6540
2012-07-03,12:00,C0211,otherlivefish,9800
2012-07-03,12:00,C0211,softdrinks,1000
2012-07-03,12:00,C1224,eggs,4990
2012-07-03,12:00,C2096,eggs,4990
2012-07-03,12:00,C0465,mushrooms,1000
2012-07-03,12:00,C0465,eidbleherbs,990
2012-07-03,13:00,C1034,beans,1000
2012-07-03,13:00,C1771,kitchen/housedetergents,2750
2012-07-03,13:00,C1771,chilledagriculturalproducts,7490
2012-07-03,13:00,C1771,cooky/cakes,7780
2012-07-03,13:00,C1771,rootvegetables,1990
2012-07-03,13:00,C1771,bottledfoods,7900
2012-07-03,13:00,C1771,chilledseafood,1680
2012-07-03,13:00,C1771,mushrooms,1000
2012-07-03,13:00,C1771,bottledfoods,6980
2012-07-03,13:00,C1771,wastepapers,6000
2012-07-03,13:00,C0479,candy-gum,1650
2012-07-03,13:00,C0479,cosmetics,1900
2012-07-03,13:00,C2298,kitchen/housedetergents,8980
2012-07-03,14:00,C0592,cooky/cakes,1440
2012-07-03,14:00,C0592,tea,3150
2012-07-03,14:00,C0592,cookingoil,5990
2012-07-03,14:00,C2476,koreanbeef,15643
2012-07-03,14:00,C2476,wastepapers,9900
2012-07-03,14:00,C0055,otherreadymadefoods,10000
2012-07-03,14:00,C0055,rootvegetables,1990
2012-07-03,14:00,C0055,lattuce,1290
2012-07-03,14:00,C0528,chillednoodles,4560
2012-07-03,14:00,C0722,otherseafoods,2490
2012-07-03,14:00,C0992,dentalproducts,7960
2012-07-03,15:00,C0306,fruitvegetables,1000
2012-07-03,15:00,C0589,livefish,12500
2012-07-03,15:00,C2096,minorcereals,10000
2012-07-03,15:00,C1810,softdrinks,11880
2012-07-03,15:00,C1105,milk,3880
2012-07-03,16:00,C1823,fermentedmilk,2980
2012-07-03,16:00,C2329,beans,3990
2012-07-03,16:00,C1083,chilledseafood,2150
2012-07-03,16:00,C0133,bakery,5000
2012-07-03,16:00,C0158,harddrinks,1780
2012-07-03,16:00,C0158,soysaucesandpastes,7800
2012-07-03,16:00,C1175,cooky/cakes,2970
2012-07-03,16:00,C0766,milk,2200
2012-07-03,16:00,C1564,minorcereals,10000
2012-07-03,16:00,C1746,chilleddairymilks,2970
2012-07-03,16:00,C1746,eggs,4990
2012-07-03,16:00,C1746,frozendumpling,4990
2012-07-03,16:00,C1746,ramen,3190
2012-07-03,16:00,C0794,maincereals,39900
2012-07-03,17:00,C1834,pre-processedmeals,1300
2012-07-03,17:00,C1834,ramen,2990
2012-07-03,17:00,C2218,milk,2710
2012-07-03,17:00,C2218,snacks,1280
2012-07-03,17:00,C1126,milk,8220
2012-07-03,17:00,C2478,ready-madesnacks,9990
2012-07-03,17:00,C1842,mushrooms,1000
2012-07-03,17:00,C2088,minorcereals,9900
2012-07-03,17:00,C2088,candy-gum,4780
2012-07-03,17:00,C2088,instantfoods,2850
2012-07-03,17:00,C2088,wastepapers,14900
2012-07-03,17:00,C0935,fermentedmilk,5980
2012-07-03,17:00,C0935,fruitvegetables,1000
2012-07-03,17:00,C0935,wastepapers,7990
2012-07-03,17:00,C0935,tomato/plum/melon,2000
2012-07-03,17:00,C0320,driedfish,5990
2012-07-03,17:00,C0320,fruitvegetables,3000
2012-07-03,17:00,C0320,koreanpork,9980
2012-07-03,17:00,C0023,cooky/cakes,1800
2012-07-03,17:00,C0790,fruitvegetables,3000
2012-07-03,17:00,C0421,coffee,18700
2012-07-03,17:00,C0421,koreanpork,3422
2012-07-03,17:00,C1926,chilledlivestock,6980
2012-07-03,17:00,C1926,bottledfoods,5800
2012-07-03,17:00,C0573,eggs,3990
2012-07-03,17:00,C0573,beans,2000
2012-07-03,18:00,C1884,chilledseafood,2880
2012-07-03,18:00,C2420,tomato/plum/melon,11970
2012-07-03,18:00,C0623,sweeteners,21760
2012-07-03,18:00,C0623,banana/importedfruits,11980
2012-07-03,18:00,C0403,softdrinks,820
2012-07-03,18:00,C0964,chilledseafood,4030
2012-07-03,18:00,C0964,instantfoods,2590
2012-07-03,18:00,C0888,ramen,2950
2012-07-03,18:00,C0888,otherbeverages,240
2012-07-03,18:00,C0888,artificialpowders,2500
2012-07-03,18:00,C0303,sanitaryproducts,3990
2012-07-03,18:00,C0920,frozendumpling,3990
2012-07-03,18:00,C0920,processedlivefish,2990
2012-07-03,18:00,C1414,chilleddairymilks,1080
2012-07-03,18:00,C2350,banana/importedfruits,8990
2012-07-03,18:00,C0972,fermentedmilk,4350
2012-07-03,18:00,C0972,rootvegetables,1980
2012-07-03,18:00,C2226,milk,2990
2012-07-03,18:00,C2226,snacks,1200
2012-07-03,18:00,C2315,chilledseafood,2980
2012-07-03,18:00,C2315,chilledlivestock,1790
2012-07-03,18:00,C0528,snacks,1600
2012-07-03,18:00,C0528,candy-gum,450
2012-07-03,18:00,C0207,fermentedmilk,1990
2012-07-03,18:00,C0207,chilledagriculturalproducts,2490
2012-07-03,18:00,C0207,softdrinks,770
2012-07-03,18:00,C0207,hairproducts,6000
2012-07-03,18:00,C1480,eggs,3990
2012-07-03,18:00,C1480,beans,1280
2012-07-03,18:00,C2418,bottledfoods,1550
2012-07-03,18:00,C1500,fruitvegetables,2000
2012-07-03,18:00,C1740,tomato/plum/melon,7990
2012-07-03,18:00,C1687,icecream,1560
2012-07-03,19:00,C0209,fermentedmilk,2990
2012-07-03,19:00,C0549,candy-gum,2000
2012-07-03,19:00,C0549,livefish,5990
2012-07-03,19:00,C0549,beans,1800
2012-07-03,19:00,C0549,mushrooms,1000
2012-07-03,19:00,C2313,otherbeverages,40
2012-07-03,19:00,C2118,instantfoods,3950
2012-07-03,19:00,C0043,fermentedmilk,2980
2012-07-03,19:00,C0043,beans,2990
2012-07-03,19:00,C0870,bottledfoods,1000
2012-07-03,19:00,C1295,snacks,2730
2012-07-03,19:00,C1295,fruitvegetables,500
2012-07-03,19:00,C1295,mushrooms,2000
2012-07-03,19:00,C1295,ketchupandmayoneise,5790
2012-07-03,19:00,C1411,fermentedmilk,3900
2012-07-03,19:00,C1411,snacks,1990
2012-07-03,19:00,C0743,minorcereals,6990
2012-07-03,19:00,C0743,ketchupandmayoneise,2550
2012-07-03,19:00,C2023,bottledfoods,9490
2012-07-03,19:00,C0929,otherlivefish,5800
2012-07-03,19:00,C0929,harddrinks,2100
2012-07-03,19:00,C0207,driedfish,3990
2012-07-03,19:00,C0207,soysaucesandpastes,3980
2012-07-03,19:00,C0207,banana/importedfruits,2500
2012-07-03,19:00,C0207,maincereals,29900
2012-07-03,19:00,C0207,chilledagriculturalproducts,2500
2012-07-03,19:00,C0207,eggs,4990
2012-07-03,19:00,C0207,beans,2000
2012-07-03,19:00,C0947,icecream,1000
2012-07-03,19:00,C1561,otherlivefish,1500
2012-07-03,19:00,C1561,coffee,4690
2012-07-03,19:00,C0587,ramen,1700
2012-07-03,20:00,C1009,cheese/butter,3120
2012-07-03,20:00,C1009,chilledagriculturalproducts,3980
2012-07-03,20:00,C0636,snacks,1000
2012-07-03,20:00,C0623,banana/importedfruits,11980
