"","custid","ct_dairy","ct_drink","ct_fastfood","ct_fruite","ct_house_prod","ct_makeup","ct_meat","ct_sauce","ct_seafood","ct_snack","ct_vegetable","coverage","g_paid","buyed_prod_num","hf_6-11","hf_12-17","hf_18-23","wdf_Sun","wdf_Mon","wdf_Tue","wdf_Wed","wdf_Thu","wdf_Fri","wdf_Sat","purchase","ct_cov","vdays","day_mean_amt","daycov","top_prod"
"1046","C1234",0.09,0.12,0.16,0,0.29,0,0,0.24,0,0.07,0.04,0.64,76010,15,0.25,0.63,0.13,0.13,0,0,0,0.72,0.15,0,12,1.10904512453404,6,12668.3333333333,0.696897847461751,"milk"
"1047","C1235",0.06,0,0.13,0,0.13,0,0.48,0,0.1,0.1,0,0.55,59768,10,0,0.89,0.11,0.1,0.25,0.25,0,0.4,0,0,9,1.53837541965182,9,6640.88888888889,0.762577975372026,"ramen"
"1048","C1236",0.03,0.04,0.16,0.44,0,0.16,0.17,0,0,0,0,0.55,36415,9,0.41,0.56,0.03,0.58,0.03,0.07,0,0,0.33,0,7,1.49358907554003,8,4551.875,0.761055474983417,"banana/importedfruits"
"1049","C1237",0.25,0,0,0,0,0,0.57,0,0,0.17,0,0.27,14270,3,0,1,0,0.83,0,0,0.17,0,0,0,3,2.00361777834943,2,7135,0.920675823016542,"bakery"
"1050","C1238",0.12,0,0.3,0.12,0,0,0.24,0.09,0.06,0.05,0.02,0.73,185852,38,0,0.19,0.81,0.08,0.17,0.1,0.08,0.1,0.14,0.34,21,1.09628443109498,21,8850.09523809524,1.06984239545664,"otherreadymadefoods"
"1051","C1239",0.29,0,0.15,0,0,0,0.22,0,0.07,0.06,0.21,0.55,182889,28,0.2,0.58,0.23,0.46,0,0.12,0.09,0.13,0.1,0.1,12,1.18605684544557,14,13063.5,0.645809926670884,"fermentedmilk"
"1052","C1240",0.62,0.21,0.17,0,0,0,0,0,0,0,0,0.27,18220,6,0,0.59,0.41,0,0,0.59,0,0,0.41,0,5,2.1030900003132,3,6073.33333333333,0.689548099486867,"eggs"
"1053","C1241",0.15,0.04,0,0.52,0,0,0,0.03,0.06,0.08,0.13,0.64,77780,21,0,0,1,0.12,0.06,0.22,0.24,0.04,0.03,0.3,12,1.67860128550298,15,5185.33333333333,0.70036589462605,"banana/importedfruits"
"1054","C1242",0.03,0.36,0.03,0,0,0,0.54,0,0,0.03,0,0.45,31924,10,0.18,0.58,0.23,0,0.02,0.4,0.13,0.22,0.07,0.17,7,2.01564875624369,9,3547.11111111111,0.728608234514267,"softdrinks"
"1055","C1243",0,0.01,0.02,0,0.11,0,0.08,0,0.08,0.69,0,0.55,72580,8,0.74,0.09,0.16,0.16,0,0.09,0,0,0,0.74,8,2.22784985057905,3,24193.3333333333,1.07043163615538,"cooky/cakes"
"1056","C1244",0.04,0.72,0.09,0.12,0,0,0.04,0,0,0,0,0.45,82570,8,0.62,0.36,0.02,0,0,0,0.08,0.88,0,0.04,7,2.32947515674819,4,20642.5,1.61974910727187,"coffee"
"1057","C1245",0.1,0.22,0.12,0.07,0.12,0,0.08,0,0.09,0.1,0.1,0.82,105363,26,0.06,0.62,0.32,0.28,0,0.29,0.26,0.15,0,0.02,19,0.651784713350183,11,9578.45454545455,0.834027814193785,"fruitvegetables"
"1058","C1246",0,0.16,0.49,0.14,0,0,0,0,0,0.21,0,0.36,28800,5,0,1,0,0,0,0.35,0,0,0.65,0,5,1.70132891759385,3,9600,0.0841689871792323,"bakery"
"1059","C1247",0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,9900,0,"laundrydetergent"
"1060","C1248",0,0.04,0.09,0,0.09,0,0.63,0,0.02,0,0.12,0.55,53157,10,0.29,0.37,0.35,0,0,0.39,0.11,0,0.26,0.24,8,2.04532674302954,5,10631.4,0.437672249264942,"frozendumpling"
"1061","C1249",0,0,0,0,0.69,0,0,0,0.31,0,0,0.18,19510,2,0,1,0,0.31,0,0,0,0,0.69,0,2,2.41892950122547,2,9755,0.545824096600175,"kitchen/housedetergents"
"1062","C1250",0.09,0.05,0.15,0.03,0.28,0,0,0,0.04,0.32,0.03,0.73,296650,28,0.92,0.08,0,0.01,0.05,0.45,0.07,0.32,0.1,0,22,1.24855254651941,10,29665,0.917986166854459,"fermentedmilk"
"1063","C1251",0.01,0.35,0.04,0.05,0,0,0.25,0,0.16,0.05,0.08,0.73,147010,41,0.15,0.34,0.5,0.06,0.18,0.12,0.04,0.21,0.3,0.1,18,1.27445669095302,31,4742.25806451613,0.718726476891242,"harddrinks"
"1064","C1252",0,0.17,0,0,0.83,0,0,0,0,0,0,0.18,6030,2,0,0.17,0.83,0,0,0,0,0,0.17,0.83,2,2.74700951784157,2,3015,0.926391968718694,"cookingoil"
"1065","C1253",0.15,0,0.27,0,0.33,0,0,0,0.12,0,0.14,0.45,60580,12,0,0.03,0.97,0.23,0.33,0.03,0,0,0.41,0,10,1.31611521336771,6,10096.6666666667,0.754905874016273,"beans"
"1066","C1254",0.22,0,0.09,0.29,0,0.02,0,0.04,0.1,0.1,0.13,0.73,290132,69,0.04,0.74,0.22,0.03,0.18,0.04,0.2,0.28,0.17,0.1,26,1.04673768796857,38,7635.05263157895,1.02877052066906,"fermentedmilk"
"1067","C1255",0.06,0.01,0,0.01,0.15,0,0.24,0.02,0.06,0.44,0.02,0.82,199709,23,0.22,0.34,0.44,0.32,0.23,0.24,0.12,0.01,0.01,0.07,17,1.51828547158583,17,11747.5882352941,1.24273979993561,"chinesecabbages"
"1068","C1256",0.39,0,0,0.61,0,0,0,0,0,0,0,0.18,8230,2,0,0.39,0.61,0,0,0,0,1,0,0,2,2.28550801849678,1,8230,0,"mandarinorange/watermelonandotherfruits"
"1069","C1257",0.09,0.06,0.19,0.16,0.07,0,0,0,0.32,0.04,0.09,0.73,78220,18,1,0,0,0,0,0.06,0,0.94,0,0,16,1.0722762068987,9,8691.11111111111,0.663473427836977,"dryfruits"
"1070","C1258",0.11,0.16,0.04,0.19,0.39,0,0.04,0,0,0,0.08,0.64,151533,31,0.06,0.42,0.52,0.1,0.1,0.11,0.36,0,0,0.33,18,1.3088074799642,19,7975.42105263158,0.821214297775732,"banana/importedfruits"
"1071","C1259",0,0,0,0,0,0,0.38,0,0,0.62,0,0.18,6870,2,0,1,0,0,0,0,1,0,0,0,2,2.30380099172408,1,6870,0,"cereals"
"1072","C1260",0.05,0,0.08,0,0,0,0.3,0,0,0.57,0,0.36,25120,6,0.08,0.92,0,0,0,0.08,0.4,0.47,0.06,0,5,2.01399730685882,5,5024,0.806074789687432,"bread"
"1073","C1261",0,0,0.57,0.43,0,0,0,0,0,0,0,0.18,16390,4,0.6,0.4,0,0,0,0.6,0,0,0,0.4,2,2.2540645888812,3,5463.33333333333,0.738056589185158,"ready-mademeals"
"1074","C1263",0,0,0,0.21,0.36,0,0,0,0.43,0,0,0.27,13960,4,0,0.36,0.64,0,0.36,0.43,0.21,0,0,0,4,1.79483435040659,3,4653.33333333333,0.327327843123829,"banana/importedfruits"
"1075","C1265",0.04,0.12,0.13,0,0,0,0.03,0.04,0.17,0.31,0.17,0.73,91421,22,0.26,0.71,0.03,0.08,0,0.44,0.25,0.03,0,0.2,16,1.07600977072783,11,8311,0.987383844895042,"othervegetables"
"1076","C1266",0,0,0.06,0.2,0.06,0,0.06,0.01,0.28,0.28,0.06,0.73,238685,32,0.14,0.86,0,0.35,0.37,0.11,0.09,0.06,0.01,0,21,1.18872522916598,14,17048.9285714286,1.36202699728979,"beans"
"1077","C1267",0,0,1,0,0,0,0,0,0,0,0,0.09,3000,1,1,0,0,0,1,0,0,0,0,0,1,3.3166247903554,1,3000,0,"otherreadymadefoods"
"1078","C1268",0.42,0,0,0,0,0,0.45,0,0,0.13,0,0.27,10690,3,0,0,1,0,0.42,0,0,0.58,0,0,3,1.92827845459034,3,3563.33333333333,0.54029071551348,"bread"
"1079","C1269",0.31,0,0,0.69,0,0,0,0,0,0,0,0.18,8720,2,0.69,0.31,0,0,0,0,0,0.69,0.31,0,2,2.40525304145282,2,4360,0.525464672257893,"banana/importedfruits"
"1080","C1270",0.19,0,0.24,0.06,0.29,0,0.18,0,0,0,0.03,0.55,72530,15,0.33,0.62,0.05,0,0.33,0.28,0,0.05,0,0.34,11,1.24471817124201,8,9066.25,0.824535169368688,"eggs"
"1081","C1271",0.12,0.22,0.09,0.03,0.1,0,0.18,0.04,0.1,0.04,0.07,0.91,284003,58,0.03,0.12,0.85,0.22,0.13,0.17,0.07,0.13,0.14,0.14,25,0.725361035882786,46,6173.97826086957,0.932607922463835,"beans"
"1082","C1272",0.21,0.49,0,0,0,0,0,0,0,0.3,0,0.27,5270,3,0,0.7,0.3,0,0,0,0,0.3,0.7,0,3,1.84590856102077,2,2635,0.555488059603853,"icecream"
"1083","C1273",0,0.68,0,0,0.32,0,0,0,0,0,0,0.18,3100,2,0,0,1,0,0.68,0,0.32,0,0,0,2,2.38992857316019,2,1550,0.501817715680776,"harddrinks"
"1084","C1275",0,1,0,0,0,0,0,0,0,0,0,0.09,2880,2,0,0,1,0,0,0,1,0,0,0,2,3.3166247903554,1,2880,0,"harddrinks"
"1085","C1276",0.15,0.13,0.49,0,0,0,0.09,0,0,0.12,0.02,0.55,46951,13,0,0.18,0.82,0.07,0.13,0.2,0.24,0.18,0.06,0.11,9,1.60635608335568,10,4695.1,0.604763193126282,"ramen"
"1086","C1277",0.07,0,0.03,0.57,0.11,0,0,0,0,0.06,0.17,0.55,127456,27,0.11,0.77,0.12,0.06,0.11,0,0.45,0.09,0.18,0.11,16,1.85998675332588,10,12745.6,0.740997899240309,"banana/importedfruits"
"1087","C1278",0,0,0.12,0.3,0,0,0.33,0.06,0.05,0.1,0.04,0.64,59610,10,0.29,0.71,0,0.06,0,0,0.45,0.5,0,0,10,1.31409805556419,5,11922,0.446071585114245,"cereals"
"1088","C1279",0,0,0,0,0,0,0,0,0,1,0,0.09,3970,2,0,0,1,0,0,0,1,0,0,0,2,3.3166247903554,2,1985,0.00356225078683399,"cooky/cakes"
"1089","C1280",0.28,0,0,0,0,0,0,0,0,0.72,0,0.18,9730,2,0,1,0,0,1,0,0,0,0,0,2,2.47068217054118,1,9730,0,"milk"
"1090","C1281",0,0.27,0.05,0.23,0.1,0,0.01,0.05,0.17,0.03,0.09,0.91,239397,39,0.08,0.75,0.18,0.14,0.09,0.35,0.15,0.12,0,0.15,22,1.01468360438784,25,9575.88,0.775186795200348,"otherlivefish"
"1091","C1282",0,1,0,0,0,0,0,0,0,0,0,0.09,7200,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,7200,0,"harddrinks"
"1092","C1283",0.36,0,0.5,0,0,0,0,0,0,0.15,0,0.27,17810,6,0,1,0,0,0.36,0.22,0,0,0.19,0.22,4,1.92182659960947,5,3562,0.460477118895664,"fermentedmilk"
"1093","C1284",0.59,0,0.41,0,0,0,0,0,0,0,0,0.18,6840,2,0,0,1,0,0,0,0,0,0,1,2,2.27052808481497,1,6840,0,"fermentedmilk"
"1094","C1285",0.17,0.08,0,0,0,0,0,0,0,0.75,0,0.27,11760,6,0,0,1,0,0,0.8,0.2,0,0,0,5,2.46513400116774,3,3920,0.474428073668231,"snacks"
"1095","C1286",0,0,0.06,0.12,0,0,0.29,0,0.14,0.35,0.04,0.55,140242,14,0.44,0.56,0,0.08,0.13,0,0.5,0.2,0,0.09,12,1.37783957816492,8,17530.25,0.818146464231637,"ready-madesnacks"
"1096","C1288",0,0.13,0.07,0,0,0,0.34,0,0.13,0.22,0.12,0.55,29340,8,0,0.5,0.5,0,0,0.3,0.34,0.07,0.29,0,7,1.22253279956271,6,4890,0.617013778128543,"koreanchicken"
"1097","C1289",0.45,0.16,0,0.39,0,0,0,0,0,0,0,0.27,17970,5,0,0.34,0.66,0,0,0,0.66,0.16,0.18,0,4,1.86875639266931,3,5990,0.851911540422762,"eggs"
"1098","C1290",0,0,0,0.15,0.45,0,0,0.04,0.18,0.18,0,0.45,106806,14,0.72,0.06,0.21,0.01,0.5,0,0.14,0.29,0,0.05,6,1.55620218186118,13,8215.84615384615,1.57199483839693,"cooky/cakes"
"1099","C1291",0,0,0,0.22,0,0,0.45,0.12,0,0,0.21,0.36,48424,4,1,0,0,0,0,0,0,1,0,0,4,1.61725160731458,4,12106,0.551682729663497,"importedbeef"
"1100","C1292",0.03,0.11,0.17,0.12,0,0.01,0.18,0.18,0,0,0.19,0.73,148096,27,0.18,0.7,0.12,0.17,0.11,0.54,0,0.08,0.01,0.08,13,0.908604306654703,21,7052.19047619048,1.21680102011972,"beans"
"1101","C1293",0.12,0.36,0.17,0,0.26,0,0,0,0,0.09,0,0.45,36460,8,0.79,0,0.21,0,0.91,0,0.09,0,0,0,8,1.38795826803908,3,12153.3333333333,0.972531030031798,"chillednoodles"
"1102","C1294",0.49,0,0,0.51,0,0,0,0,0,0,0,0.18,3950,2,0,1,0,0,0,0,0,0,0,1,2,2.22507739099793,1,3950,0,"cheese/butter"
"1103","C1295",0,0,0,0.02,0.39,0,0,0.26,0,0.12,0.2,0.45,22310,7,0.51,0,0.49,0,0,0.49,0,0,0.51,0,7,1.50827606132794,3,7436.66666666667,0.595079475907467,"dentalproducts"
"1104","C1296",0,1,0,0,0,0,0,0,0,0,0,0.09,4990,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,4990,0,"tea"
"1105","C1297",0,0,1,0,0,0,0,0,0,0,0,0.09,2500,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,2500,0,"ramen"
"1106","C1300",0.09,0.02,0.17,0.15,0.21,0,0.1,0.06,0.1,0.05,0.06,0.91,187170,33,0.1,0.37,0.54,0.03,0.21,0.05,0.25,0.17,0.15,0.14,22,0.694273606437602,20,9358.5,0.647813665837291,"otherreadymadefoods"
"1107","C1301",0.58,0,0,0,0,0,0,0,0,0,0.42,0.18,9090,3,0,1,0,1,0,0,0,0,0,0,3,2.26206722014449,1,9090,0,"beans"
"1108","C1302",0.01,0.16,0.02,0.07,0.34,0,0.31,0,0,0.06,0.03,0.73,226101,30,0.02,0.83,0.15,0.04,0.49,0.26,0,0.09,0.03,0.09,17,1.37743648348313,17,13300.0588235294,0.976537814211197,"koreanbeef"
"1109","C1303",0.03,0.47,0,0,0,0,0,0,0,0.44,0.06,0.36,15900,6,0,1,0,0,0.38,0.48,0,0,0.11,0.03,6,1.9864078898189,5,3180,0.916036710300462,"bakery"
"1110","C1304",0.03,0.24,0,0,0.2,0,0.09,0.03,0,0.35,0.07,0.64,129580,21,0,0.41,0.59,0.08,0.31,0.21,0.02,0.39,0,0,15,1.29538046755279,15,8638.66666666667,1.32564736717933,"softdrinks"
"1111","C1305",0.02,0,0,0,0,0,0.43,0,0.36,0.14,0.05,0.45,27610,9,0.44,0.56,0,0,0.14,0.07,0.02,0.25,0.22,0.3,7,1.72924522350969,7,3944.28571428571,0.567118957808443,"otherlivefish"
"1112","C1306",0,0,1,0,0,0,0,0,0,0,0,0.09,75000,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,75000,0,"otherreadymadefoods"
"1113","C1307",0,0,1,0,0,0,0,0,0,0,0,0.09,8140,1,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,1,8140,0,"instantfoods"
"1114","C1308",0.26,0,0,0,0,0,0.29,0,0,0.46,0,0.27,28465,5,0.16,0.25,0.59,0.41,0,0,0,0.59,0,0,3,1.79235811635611,3,9488.33333333333,0.687851633744828,"milk"
"1115","C1309",0.06,0.02,0.33,0.1,0.04,0,0.28,0.02,0.11,0.02,0.03,0.91,156869,34,0,0.1,0.9,0.29,0.11,0.14,0.13,0.02,0,0.3,23,1.22584316249526,14,11204.9285714286,0.599450760510341,"beans"
"1116","C1310",0.1,0.79,0,0,0,0,0,0,0.04,0.05,0.03,0.45,108690,20,0.02,0.74,0.24,0.19,0.06,0.14,0.07,0.12,0.07,0.35,8,2.57136003025146,19,5720.52631578947,0.592269683088586,"harddrinks"
"1117","C1311",0,0,0,0.19,0,0,0,0,0.81,0,0,0.18,15400,4,0,0,1,0.26,0,0,0.32,0,0,0.42,4,2.68583016467337,3,5133.33333333333,0.241002712231806,"banana/importedfruits"
"1118","C1312",0.12,0.18,0.11,0.18,0,0,0.08,0.11,0.05,0.09,0.08,0.82,92370,21,0.29,0.17,0.54,0,0.29,0,0,0.25,0.46,0,18,0.651571344942877,6,15395,0.276988078370448,"harddrinks"
"1119","C1313",0,0.29,0,0.71,0,0,0,0,0,0,0,0.18,13900,3,0.14,0.86,0,0,0,0.86,0.14,0,0,0,2,2.45764283026335,2,6950,1.00724563075494,"softdrinks"
"1120","C1314",0.07,0,0.05,0.17,0,0,0,0,0,0.67,0.04,0.45,58990,5,0.04,0.96,0,0,0,0.96,0.04,0,0,0,5,2.19231683103143,4,14747.5,1.27833116561836,"eidbleherbs"
"1121","C1315",0,0.15,0.07,0,0.43,0,0.36,0,0,0,0,0.36,16280,6,0,0.36,0.64,0,0.06,0,0.51,0,0,0.43,6,1.72732360097874,4,4070,0.693432086251881,"harddrinks"
"1122","C1316",0,0.61,0.39,0,0,0,0,0,0,0,0,0.18,14240,3,0,1,0,0,0,0,0,1,0,0,3,2.29083539188283,1,14240,0,"coffee"
"1123","C1317",0.45,0,0,0.55,0,0,0,0,0,0,0,0.18,10830,2,0.55,0.45,0,0,0.55,0,0,0,0,0.45,2,2.24067191842541,2,5415,0.152782074605404,"apple/sweetmelon"
"1124","C1318",0,0,0,0,0,0,0,1,0,0,0,0.09,3590,1,1,0,0,0,0,0,0,1,0,0,1,3.3166247903554,1,3590,0,"ketchupandmayoneise"
"1125","C1319",0.1,0,0.03,0.15,0.43,0,0.13,0,0,0,0.16,0.55,85172,17,0.05,0.57,0.38,0.04,0.1,0.21,0,0,0.17,0.48,11,1.43661358164049,9,9463.55555555555,0.660426946882546,"beans"
"1126","C1320",0.36,0.02,0.57,0.04,0,0,0,0,0,0,0,0.36,59490,16,0.03,0.76,0.21,0.2,0.04,0.31,0.27,0.17,0,0.01,7,2.11981041492294,13,4576.15384615385,0.858959894662396,"milk"
"1127","C1321",0.03,0.04,0.24,0.02,0.03,0,0.28,0.07,0.14,0.1,0.04,1,337550,64,0.2,0.29,0.5,0.2,0.05,0.16,0.15,0.26,0,0.19,31,1.02259321961428,46,7338.04347826087,0.824840181961071,"bottledfoods"
"1128","C1322",0.06,0.1,0.37,0,0,0,0,0,0,0.45,0.03,0.45,53150,15,0.16,0.12,0.72,0.12,0,0.57,0.15,0.07,0.08,0,9,1.77362052930368,11,4831.81818181818,0.688197523926636,"harddrinks"
"1129","C1323",0.24,0.16,0,0.54,0,0,0,0,0,0,0.06,0.36,62760,7,0,1,0,1,0,0,0,0,0,0,7,1.85827935438736,1,62760,0,"beans"
"1130","C1324",0,0,0,0,0,0,0,0,0,1,0,0.09,2990,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,2990,0,"pre-processedsnacks"
"1131","C1325",0.06,0.03,0.15,0.35,0.02,0,0.18,0,0,0.16,0.05,0.73,94530,25,0.03,0.46,0.52,0.13,0.1,0.05,0.16,0.38,0.14,0.03,17,1.22065529749339,15,6302,0.658144699062219,"cooky/cakes"
"1132","C1326",0,0,0,0,0,0.88,0,0,0,0,0.12,0.18,10190,2,0.88,0,0.12,0,0,0,0.12,0,0,0.88,2,2.91615014650153,2,5095,1.08390656743218,"cosmetics"
"1133","C1327",0.47,0,0,0,0,0,0,0,0,0.53,0,0.18,3730,4,1,0,0,0,0,0,0,0,1,0,4,2.23095898990732,1,3730,0,"cooky/cakes"
"1134","C1328",1,0,0,0,0,0,0,0,0,0,0,0.09,5900,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,5900,0,"fermentedmilk"
"1135","C1329",0,0,0,0.19,0,0,0.56,0,0,0.25,0,0.27,39911,3,0,1,0,0,0.75,0.25,0,0,0,0,3,1.97538937996521,2,19955.5,0.705529960171649,"apple/sweetmelon"
"1136","C1330",0.31,0,0.17,0.18,0,0,0.2,0,0.11,0.03,0,0.55,70880,11,0,0.11,0.89,0.28,0,0.34,0,0.38,0,0,10,1.20057706728023,4,17720,0.387317959531927,"cheese/butter"
"1137","C1331",0,0.02,0,0.1,0.11,0,0.38,0,0,0.38,0.01,0.55,47620,10,0,1,0,0,0,0,0.11,0,0,0.89,9,1.63112982669538,5,9524,0.48464612644829,"snacks"
"1138","C1332",0,0,0,0.48,0,0,0,0,0.17,0.27,0.09,0.36,48080,5,0,1,0,0,0,0.21,0.79,0,0,0,4,1.7165167741131,2,24040,0.825938370038197,"mandarinorange/watermelonandotherfruits"
"1139","C1333",0.05,0.04,0.01,0.03,0.15,0,0,0.03,0.23,0.45,0.01,0.82,120770,19,0.03,0.38,0.59,0,0.39,0,0.52,0.04,0,0.04,15,1.52451215925596,10,12077,1.4391707368836,"otherlivefish"
"1140","C1334",0,0,0,0,1,0,0,0,0,0,0,0.09,14290,2,0.64,0.36,0,0,0,0,0.64,0.36,0,0,1,3.3166247903554,2,7145,0.404767912533657,"kitchen/housedetergents"
"1141","C1335",0,0,0.47,0.04,0,0,0,0,0.38,0.1,0,0.36,23110,6,0,1,0,0.65,0,0.35,0,0,0,0,6,1.8698949187588,2,11555,0.419184894082895,"bottledfoods"
"1142","C1336",0,0.1,0.51,0.22,0,0,0,0,0,0.06,0.11,0.45,27440,9,0.15,0.78,0.07,0.15,0,0,0,0.85,0,0,8,1.71945067592812,5,5488,1.64482307204043,"otherbeverages"
"1143","C1338",0.19,0,0.22,0,0,0,0,0.2,0.25,0.06,0.07,0.55,13630,7,0,1,0,0,0.36,0,0,0.2,0.44,0,7,1.14756591881254,3,4543.33333333333,0.361908926401144,"bottledfoods"
"1144","C1339",0,0.66,0,0,0.16,0,0,0,0,0.19,0,0.27,31890,3,0.34,0.66,0,0.34,0.66,0,0,0,0,0,3,2.20396942869052,2,15945,0.448344280827595,"minorcereals"
"1145","C1341",0,0,0.55,0,0.45,0,0,0,0,0,0,0.18,6590,2,0,1,0,0,0,0,1,0,0,0,2,2.23647882170763,1,6590,0,"hairproducts"
"1146","C1342",0,0,0,1,0,0,0,0,0,0,0,0.09,1990,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,1990,0,"fruitvegetables"
"1147","C1343",0.02,0,0.43,0.15,0,0,0.13,0,0.11,0.02,0.14,0.64,111871,15,0.58,0.4,0.02,0.13,0.07,0,0,0.15,0.02,0.62,10,1.43127916410415,10,11187.1,0.828342292693563,"lattuce"
"1148","C1344",0.07,0.09,0,0.1,0.09,0,0.15,0.05,0,0.11,0.34,0.73,43630,16,0.59,0.25,0.16,0.13,0,0.32,0.15,0.24,0.07,0.08,14,1.07180264799632,12,3635.83333333333,0.809712961124414,"othervegetables"
"1149","C1345",0.2,0,0,0.53,0,0,0,0,0,0.18,0.1,0.36,20350,5,1,0,0,0,1,0,0,0,0,0,5,1.8035060408673,2,10175,0.111886183558756,"cereals"
"1150","C1346",0.07,0,0.12,0,0,0,0,0,0.46,0.12,0.23,0.45,45390,11,0,0.81,0.19,0,0.23,0,0,0.19,0,0.58,9,1.58824705081587,4,11347.5,0.306461316872693,"eidbleherbs"
"1151","C1347",0,0,0.1,0.27,0,0,0.22,0,0,0.17,0.24,0.45,40844,6,0.31,0.42,0.27,0.43,0,0.06,0.24,0.27,0,0,6,1.24495741406943,5,8168.8,0.445144260175706,"instantfoods"
"1152","C1348",0,0.27,0,0,0,0,0,0,0,0,0.73,0.18,9570,3,0,0.31,0.69,0,0.42,0,0.27,0,0.31,0,2,2.4922922534172,3,3190,0.223011616449309,"beans"
"1153","C1349",0,0,0.22,0.11,0.67,0,0,0,0,0,0,0.27,18800,3,0,0,1,0,0,0,0,0,1,0,3,2.25299458685992,1,18800,0,"cookingoil"
"1154","C1350",0.21,0.41,0,0,0,0,0,0,0,0.03,0.35,0.36,23570,6,0,1,0,0,0.41,0,0,0,0,0.59,5,1.71296386617554,5,4714,0.638172125148869,"beans"
"1155","C1351",0.11,0.07,0.09,0.05,0.14,0.01,0.24,0.02,0.21,0,0.06,0.91,138718,38,0.02,0.63,0.35,0.09,0.02,0.33,0.05,0.28,0.07,0.15,25,0.873814519518196,20,6935.9,0.784301574911102,"chilledseafood"
"1156","C1352",0.27,0.04,0.27,0,0,0,0.42,0,0,0,0,0.36,23600,5,0,0.13,0.87,0,0,0,0.09,0,0.04,0.87,5,1.68568223512521,3,7866.66666666667,1.39648976926718,"fastfoods"
"1157","C1353",0,0,1,0,0,0,0,0,0,0,0,0.09,3050,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,3050,0,"ramen"
"1158","C1354",1,0,0,0,0,0,0,0,0,0,0,0.09,2700,1,1,0,0,0,0,0,0,1,0,0,1,3.3166247903554,1,2700,0,"milk"
"1159","C1356",0.36,0.05,0.24,0,0.12,0,0.08,0.02,0.03,0,0.1,0.73,86392,18,0.19,0.61,0.21,0.17,0.18,0.2,0.11,0,0.09,0.26,14,1.25006900028504,9,9599.11111111111,0.548588170476063,"fermentedmilk"
"1160","C1357",0,0.34,0.27,0,0,0,0,0,0,0.14,0.25,0.36,18430,7,0,1,0,0.73,0,0.27,0,0,0,0,5,1.47855636248982,4,4607.5,0.878576158223616,"softdrinks"
"1161","C1358",0,0,0,0.53,0,0,0,0,0,0,0.47,0.18,14960,4,0,1,0,0,0,0,0,0,0,1,4,2.23092646045815,2,7480,0.472664960686195,"banana/importedfruits"
"1162","C1359",1,0,0,0,0,0,0,0,0,0,0,0.09,9030,2,0.92,0,0.08,0,0,0,0.08,0.92,0,0,2,3.3166247903554,2,4515,1.1792943659656,"chilleddairymilks"
"1163","C1360",0.17,0.26,0.31,0,0.04,0,0.07,0.07,0,0.03,0.05,0.73,138600,23,0.13,0.49,0.38,0,0.04,0.07,0.26,0.24,0,0.39,19,1.17568852687253,12,11550,0.773964166371355,"cheese/butter"
"1164","C1362",0,0.53,0.47,0,0,0,0,0,0,0,0,0.18,8600,3,0,0,1,0,0,1,0,0,0,0,2,2.23146775698411,2,4300,0.723551124935072,"harddrinks"
"1165","C1363",0,0,0.47,0,0,0,0,0,0,0.53,0,0.18,20400,2,0.47,0,0.53,0,0,0,0,0.47,0,0.53,2,2.23125387361452,2,10200,0.0970538719275653,"instantfoods"
"1166","C1366",0.29,0,0,0.32,0.05,0,0.04,0,0,0.23,0.07,0.55,119570,28,0.11,0.74,0.14,0.11,0.09,0.18,0,0.33,0.12,0.16,18,1.37938203796162,18,6642.77777777778,0.439354861634924,"chinesecabbages"
"1167","C1367",0,0,0,0,0,0,0.75,0.25,0,0,0,0.18,11858,2,0,1,0,0,0,0,0,1,0,0,2,2.53704385118818,1,11858,0,"ketchupandmayoneise"
"1168","C1368",0.29,0.08,0,0,0,0,0.08,0,0.27,0.19,0.08,0.55,72310,19,0,1,0,0.4,0,0.28,0.07,0,0,0.25,9,1.23988732599499,10,7231,0.658210505770305,"bakery"
"1169","C1369",0.02,0.39,0.34,0,0.04,0,0,0,0,0.21,0,0.45,93730,18,0.23,0.5,0.28,0,0.04,0.17,0.05,0.16,0.43,0.16,10,1.64938564730785,11,8520.90909090909,0.86872093953483,"snacks"
"1170","C1370",0.14,0.05,0.08,0.46,0,0.01,0.08,0,0.08,0.02,0.07,0.82,93758,18,0.19,0.56,0.25,0.22,0.04,0.05,0.1,0.15,0.44,0,16,1.4338092859468,10,9375.8,0.984497684165972,"fruitvegetables"
"1171","C1371",0,0,0,0,0.13,0,0,0,0,0.87,0,0.18,80800,2,0,0.13,0.87,0,0.13,0,0,0.87,0,0,2,2.8593345984936,2,40400,1.03265594282194,"laundrydetergent"
